,date,jour,service,moyen_7_services,moyen_31_services,moyenne_3der_j&service,match_edf,roland_garros,fashion_week,match_happening,match_happening_cl,temp,feels_like,temp_min,temp_max,wind_speed,clouds_all,vacances_paris,clear,clouds,drizzle,drizzle_and_rain,fog,mist,rain,thunderstorm,cos_jour_de_sem,sin_jour_de_sem,cos_jour_du_mois,sin_jour_du_mois,cos_mois_de_annee,sin_mois_de_annee,cos_jour_annee,sin_jour_annee,cos_semaine_annee,sin_semaine_annee,y_true,y_pred
303,2019-06-04,Mardi,midi,3660.692857142857,3934.011290322581,3761.93,0.0,1.0,0.0,0.0,0.0,298.88,299.1,296.91,300.4,4.1,75.0,0.0,0,broken clouds,0,0,0,0,0,0,-0.2225209339563143,0.9749279121818236,0.6889669190756866,0.7247927872291199,-1.0,1.2246467991473532e-16,-0.8900275764346767,0.4559066935084588,-0.9350162426854148,0.3546048870425358,3804.0,2853.884754479497
304,2019-06-04,Mardi,soir,10494.57142857143,10254.40322580645,10655.67,0.0,1.0,0.0,0.0,0.0,294.97,295.17,293.62,296.01,4.02,75.0,0.0,0,0,0,0,0,0,light rain,0,-0.2225209339563143,0.9749279121818236,0.6889669190756866,0.7247927872291199,-1.0,1.2246467991473532e-16,-0.8900275764346767,0.4559066935084588,-0.9350162426854148,0.3546048870425358,10745.2,9304.969618127534
305,2019-06-05,Mercredi,midi,3617.407142857143,3912.462903225807,3640.67,0.0,1.0,0.0,0.0,0.0,287.27,287.06,286.05,288.16,0.45,90.0,0.0,0,0,0,0,0,0,moderate rain,0,-0.900968867902419,0.4338837391175582,0.5289640103269625,0.8486442574947509,-1.0,1.2246467991473532e-16,-0.8977433935342337,0.440518784350495,-0.9350162426854148,0.3546048870425358,4062.7,3941.468414310683
306,2019-06-05,Mercredi,soir,10609.314285714288,10217.167741935484,10439.83,0.0,1.0,0.0,0.0,0.0,284.44,284.0,283.37,285.76,1.79,90.0,0.0,0,0,0,0,0,0,heavy intensity rain,0,-0.900968867902419,0.4338837391175582,0.5289640103269625,0.8486442574947509,-1.0,1.2246467991473532e-16,-0.8977433935342337,0.440518784350495,-0.9350162426854148,0.3546048870425358,12705.0,9309.222715544754
307,2019-06-06,Jeudi,midi,3676.821428571429,3904.517741935484,3446.27,0.0,1.0,0.0,0.0,0.0,291.3,290.61,289.92,293.02,1.34,20.0,0.0,0,few clouds,0,0,0,0,0,0,-0.9009688679024191,-0.433883739117558,0.3473052528448203,0.9377521321470804,-1.0,1.2246467991473532e-16,-0.9051931898913974,0.4250003399695541,-0.9350162426854148,0.3546048870425358,4069.3,4064.9522037538263
308,2019-06-06,Jeudi,soir,10915.885714285714,10249.651612903226,11728.87,0.0,1.0,0.0,0.0,0.0,291.81,291.01,289.38,293.18,3.1,0.0,0.0,sky is clear,0,0,0,0,0,0,0,-0.9009688679024191,-0.433883739117558,0.3473052528448203,0.9377521321470804,-1.0,1.2246467991473532e-16,-0.9051931898913974,0.4250003399695541,-0.9350162426854148,0.3546048870425358,13059.5,11177.731311837219
309,2019-06-07,Vendredi,soir,11109.957142857143,10445.812903225806,12958.5,0.0,1.0,0.0,0.0,0.0,287.55,287.03,285.28,289.14,7.6,90.0,0.0,0,0,0,0,0,0,light rain,0,-0.2225209339563146,-0.9749279121818236,0.1514277775045767,0.9884683243281114,-1.0,1.2246467991473532e-16,-0.9123747579707272,0.4093559588156213,-0.9350162426854148,0.3546048870425358,13530.0,11639.089982575288
310,2019-06-07,Vendredi,midi,3590.1071428571427,3870.253225806452,4377.2,0.0,1.0,0.0,0.0,0.0,287.89,287.27,286.38,289.14,4.47,90.0,0.0,0,0,0,0,0,0,light rain,0,-0.2225209339563146,-0.9749279121818236,0.1514277775045767,0.9884683243281114,-1.0,1.2246467991473532e-16,-0.9123747579707272,0.4093559588156213,-0.9350162426854148,0.3546048870425358,4109.5,3768.769334465056
311,2019-06-08,Samedi,soir,11345.242857142855,10642.493548387098,13170.5,1.0,1.0,0.0,0.0,0.0,291.18,290.63,289.38,292.09,0.45,0.0,0.0,0,0,0,0,0,0,light rain,0,0.6234898018587334,-0.7818314824680299,-0.0506491688387126,0.9987165071710528,-1.0,1.2246467991473532e-16,-0.9192859697186104,0.3935902766564667,-0.9350162426854148,0.3546048870425358,13924.0,12617.98165102116
312,2019-06-08,Samedi,midi,3542.535714285714,3828.898387096774,4863.8,0.0,1.0,0.0,0.0,0.0,291.27,290.57,289.36,292.41,5.36,75.0,0.0,0,0,0,0,0,0,light rain,0,0.6234898018587334,-0.7818314824680299,-0.0506491688387126,0.9987165071710528,-1.0,1.2246467991473532e-16,-0.9192859697186104,0.3935902766564667,-0.9350162426854148,0.3546048870425358,5002.5,5175.723912876215
