ID OMM station;Date;Pression au niveau mer;Variation de pression en 3 heures;Type de tendance barométrique;Direction du vent moyen 10 mn;Vitesse du vent moyen 10 mn;Température;Point de rosée;Humidité;Visibilité horizontale;Temps présent;Temps passé 1;Temps passé 2;Nebulosité totale;Nébulosité  des nuages de l' étage inférieur;Hauteur de la base des nuages de l'étage inférieur;Type des nuages de l'étage inférieur;Type des nuages de l'étage moyen;Type des nuages de l'étage supérieur;Pression station;Niveau barométrique;Géopotentiel;Variation de pression en 24 heures;Température minimale sur 12 heures;Température minimale sur 24 heures;Température maximale sur 12 heures;Température maximale sur 24 heures;Température minimale du sol sur 12 heures;Méthode de mesure Température du thermomètre mouillé;Température du thermomètre mouillé;Rafale sur les 10 dernières minutes;Rafales sur une période;Periode de mesure de la rafale;Etat du sol;Hauteur totale de la couche de neige, glace, autre au sol;Hauteur de la neige fraîche;Periode de mesure de la neige fraiche;Précipitations dans la dernière heure;Précipitations dans les 3 dernières heures;Précipitations dans les 6 dernières heures;Précipitations dans les 12 dernières heures;Précipitations dans les 24 dernières heures;Phénomène spécial 1;Phénomène spécial 2;Phénomène spécial 3;Phénomène spécial 4;Nébulosité couche nuageuse 1;Type nuage 1;Hauteur de base 1;Nébulosité couche nuageuse 2;Type nuage 2;Hauteur de base 2;Nébulosité couche nuageuse 3;Type nuage 3;Hauteur de base 3;Nébulosité couche nuageuse 4;Type nuage 4;Hauteur de base 4;Coordonnees;Nom;Type de tendance barométrique;Temps passé 1;Temps présent;Température (°C);Température minimale sur 12 heures (°C);Température minimale sur 24 heures (°C);Température maximale sur 12 heures (°C);Température maximale sur 24 heures (°C);Température minimale du sol sur 12 heures (en °C);Altitude;Longitude;Latitude;communes (name);communes (code);EPCI (name);EPCI (code);department (name);department (code);region (name);region (code);mois_de_l_annee
07149;2020-09-12T02:00:00+02:00;101830;100.0;1;340;1.7;289.25;284.65;74;28140.0;2;Nuages ne couvrant pas plus de la moitié du ciel pendant toute la période considérée;0;0.0;0;;30;20;10;100760.0;;;0.0;;;;;;;;2.5;4.5;-10.0;0;0.0;0.0;-60.0;0.0;0.0;0.0;0.0;0.0;;;;;;;;;;;;;;;;;48.716833,2.384333;ORLY;1;Nuages ne couvrant pas plus de la moitié du ciel pendant toute la période considérée;2;16.100000000000023;;;;;;89;2.384333;48.716833;Athis-Mons;91027;Métropole du Grand Paris;200054781;Essonne;91;Île-de-France;11;9
07149;2020-10-29T01:00:00+01:00;101500;130.0;1;240;6.2;285.75;282.25;79;25470.0;0;Nuages couvrant plus de la moitié du ciel pendant toute la période considérée;2;90.0;2;800.0;;;;100420.0;;;760.0;;;;;;;;11.5;12.5;-10.0;0;0.0;;;0.0;0.0;0.0;-0.1;0.2;;;;;2.0;;870.0;3.0;;1800.0;5.0;;2760.0;;8;;48.716833,2.384333;ORLY;1;Nuages couvrant plus de la moitié du ciel pendant toute la période considérée;0;12.600000000000023;;;;;;89;2.384333;48.716833;Athis-Mons;91027;Métropole du Grand Paris;200054781;Essonne;91;Île-de-France;11;10
07149;2020-12-10T01:00:00+01:00;100690;-260.0;8;160;4.0;276.25;276.15;99;1820.0;10;Nuages couvrant plus de la moitié du ciel pendant toute la période considérée;2;100.0;8;80.0;36;;;99580.0;;;-300.0;;;;;;;;6.0;7.1;-10.0;1;0.0;0.0;-60.0;0.0;0.0;0.0;-0.1;0.2;;;;;8.0;7;90.0;;;;;;;;;;48.716833,2.384333;ORLY;8;Nuages couvrant plus de la moitié du ciel pendant toute la période considérée;10;3.1000000000000227;;;;;;89;2.384333;48.716833;Athis-Mons;91027;Métropole du Grand Paris;200054781;Essonne;91;Île-de-France;11;12
07149;2020-12-10T04:00:00+01:00;100380;-300.0;6;160;3.8;277.15;276.15;93;10000.0;1;Nuages couvrant plus de la moitié du ciel pendant toute la période considérée;2;90.0;7;250.0;36;;;99280.0;;;-620.0;;;;;;;;6.4;7.9;-10.0;1;0.0;0.0;-30.0;0.0;0.0;0.0;0.0;0.2;;;;;7.0;7;240.0;;;;;;;;;;48.716833,2.384333;ORLY;6;Nuages couvrant plus de la moitié du ciel pendant toute la période considérée;1;4.0;;;;;;89;2.384333;48.716833;Athis-Mons;91027;Métropole du Grand Paris;200054781;Essonne;91;Île-de-France;11;12
07149;2020-12-09T07:00:00+01:00;101100;70.0;3;190;1.8;272.55;272.15;97;4430.0;10;Nuages ne couvrant pas plus de la moitié du ciel pendant toute la période considérée;0;25.0;0;7000.0;30;20;11;99970.0;;;1080.0;272.45;;275.55;;;;;3.0;4.2;-10.0;0;0.0;0.0;-60.0;0.0;0.0;0.0;0.0;0.0;;;;;2.0;0;7000.0;;;;;;;;;;48.716833,2.384333;ORLY;3;Nuages ne couvrant pas plus de la moitié du ciel pendant toute la période considérée;10;-0.5999999999999659;-0.6999999999999886;;2.400000000000034;;;89;2.384333;48.716833;Athis-Mons;91027;Métropole du Grand Paris;200054781;Essonne;91;Île-de-France;11;12
07149;2020-10-30T04:00:00+01:00;102270;50.0;1;220;4.6;286.75;284.95;89;34870.0;2;Nuages couvrant plus de la moitié du ciel pendant toute la période considérée;2;90.0;7;450.0;35;;;101190.0;;;570.0;;;;;;;;7.2;8.1;-10.0;1;0.0;0.0;-30.0;0.0;-0.1;-0.1;-0.1;-0.1;;;;;5.0;6;420.0;6.0;6;780.0;;;;;;;48.716833,2.384333;ORLY;1;Nuages couvrant plus de la moitié du ciel pendant toute la période considérée;2;13.600000000000023;;;;;;89;2.384333;48.716833;Athis-Mons;91027;Métropole du Grand Paris;200054781;Essonne;91;Île-de-France;11;10
07149;2021-01-01T07:00:00+01:00;100950;30.0;3;290;2.6;271.95;271.65;98;3660.0;3;Nuages couvrant plus de la moitié du ciel pendant une partie de la période considérée et couvrant la moitié du ciel, ou moins, pendant l’autre partie;1;90.0;5;450.0;35;27;;99820.0;;;900.0;270.75;;275.25;;;;;3.2;3.2;-10.0;1;0.0;0.0;-60.0;0.0;0.0;0.0;0.0;1.0;;;;;3.0;6;480.0;4.0;6;2000.0;6.0;3;3000.0;;;;48.716833,2.384333;ORLY;3;Nuages couvrant plus de la moitié du ciel pendant une partie de la période considérée et couvrant la moitié du ciel, ou moins, pendant l’autre partie;3;-1.1999999999999886;-2.3999999999999773;;2.1000000000000227;;;89;2.384333;48.716833;Athis-Mons;91027;Métropole du Grand Paris;200054781;Essonne;91;Île-de-France;11;1
07149;2021-01-02T07:00:00+01:00;101510;0.0;5;260;1.0;270.95;270.35;96;2340.0;10;Nuages ne couvrant pas plus de la moitié du ciel pendant toute la période considérée;0;0.0;0;;30;20;10;100370.0;;;550.0;270.45;;275.05;;;;;1.2;1.2;-10.0;4;;0.0;-60.0;0.0;0.0;0.0;0.0;0.2;;;;;;;;;;;;;;;;;48.716833,2.384333;ORLY;5;Nuages ne couvrant pas plus de la moitié du ciel pendant toute la période considérée;10;-2.1999999999999886;-2.6999999999999886;;1.900000000000034;;;89;2.384333;48.716833;Athis-Mons;91027;Métropole du Grand Paris;200054781;Essonne;91;Île-de-France;11;1
07149;2021-01-02T10:00:00+01:00;101600;90.0;2;280;1.4;272.05;271.35;95;8000.0;2;Nuages ne couvrant pas plus de la moitié du ciel pendant toute la période considérée;0;10.0;0;7000.0;30;20;11;100460.0;;;490.0;;;;;;;;1.9;3.1;-10.0;4;;0.0;-30.0;0.0;0.0;0.0;0.0;0.0;;;;;1.0;0;7000.0;;;;;;;;;;48.716833,2.384333;ORLY;2;Nuages ne couvrant pas plus de la moitié du ciel pendant toute la période considérée;2;-1.099999999999966;;;;;;89;2.384333;48.716833;Athis-Mons;91027;Métropole du Grand Paris;200054781;Essonne;91;Île-de-France;11;1
07149;2021-01-21T01:00:00+01:00;99120;-150.0;6;200;11.0;284.85;279.55;70;25000.0;3;Nuages couvrant plus de la moitié du ciel pendant toute la période considérée;2;100.0;8;1250.0;35;;;98060.0;;;-1700.0;;;;;;;;19.4;22.3;-10.0;0;0.0;0.0;-60.0;-0.1;-0.1;-0.1;-0.1;-0.1;;;;;8.0;6;1000.0;;;;;;;;;;48.716833,2.384333;ORLY;6;Nuages couvrant plus de la moitié du ciel pendant toute la période considérée;3;11.700000000000045;;;;;;89;2.384333;48.716833;Athis-Mons;91027;Métropole du Grand Paris;200054781;Essonne;91;Île-de-France;11;1
