date,jour,service,CA_TTC,CA_HT,TVA,temp,feels_like,temp_min,temp_max,wind_speed,clouds_all,weather_main,weather_description,match_edf,roland_garros,fashion_week,Match Happening,Match Happening-CL,vacances_paris
2019-10-03,Jeudi,midi,3393.5,3059.32,334.18,285.98,284.68,284.85,286.67,2.6,0.0,Clear,sky is clear,0.0,0.0,0.0,,,0
2019-10-03,Jeudi,soir,19747.0,17218.79,2528.21,283.99,282.72,282.37,284.81,1.5,0.0,Clear,sky is clear,0.0,0.0,0.0,,,
2019-10-04,Vendredi,midi,3820.5,3436.59,383.91,289.39,288.92,288.37,290.16,2.24,75.0,Clouds,broken clouds,0.0,0.0,0.0,,,0
2019-10-04,Vendredi,soir,9726.5,8581.29,1145.21,287.27,287.01,286.26,288.35,4.47,75.0,Clouds,broken clouds,0.0,0.0,0.0,,,
2019-10-05,Samedi,midi,5068.0,4571.89,496.11,289.08,288.97,288.06,290.83,0.45,90.0,Rain,light rain,0.0,0.0,0.0,,,0
2019-10-05,Samedi,soir,9911.0,8799.55,1111.45,288.95,288.75,287.71,289.76,1.0,90.0,Clouds,overcast clouds,0.0,0.0,0.0,,,
2019-10-06,Dimanche,midi,7149.0,6411.14,737.86,290.7,290.34,288.38,291.91,1.34,75.0,Clouds,broken clouds,0.0,0.0,0.0,,,0
2019-10-06,Dimanche,soir,4924.5,4382.58,541.92,287.48,286.74,285.4,288.51,3.13,0.0,Clear,sky is clear,0.0,0.0,0.0,,,
2019-10-07,Lundi,midi,2850.0,2565.38,284.62,289.65,289.11,288.98,290.7,0.89,75.0,Clouds,broken clouds,0.0,0.0,0.0,,,0
2019-10-07,Lundi,soir,6041.5,5371.06,670.44,288.19,287.37,286.7,289.24,0.45,90.0,Clouds,overcast clouds,0.0,0.0,0.0,,,
2019-10-08,Mardi,midi,3744.0,3378.33,365.67,287.3,287.25,285.84,287.94,0.45,90.0,Rain,light rain,0.0,0.0,0.0,,,0
2019-10-08,Mardi,soir,8925.75,7904.02,1021.73,287.37,287.28,286.03,287.96,1.34,75.0,Rain,light rain,0.0,0.0,0.0,,,
2019-10-09,Mercredi,midi,3552.0,3198.79,353.21,288.32,287.49,286.95,289.4,2.68,75.0,Rain,light rain,0.0,0.0,0.0,,,0
2019-10-09,Mercredi,soir,7585.5,6712.12,873.38,284.97,284.53,283.62,286.4,1.34,75.0,Rain,light intensity shower rain,0.0,0.0,0.0,,,
2019-10-10,Jeudi,midi,4210.0,3784.48,425.52,290.25,289.63,288.81,290.87,0.89,75.0,Clouds,broken clouds,0.0,0.0,0.0,,,0
2019-10-10,Jeudi,soir,8597.5,7591.97,1005.53,287.12,286.37,284.4,288.58,2.6,0.0,Clear,sky is clear,0.0,0.0,0.0,,,
2019-10-11,Vendredi,midi,4403.0,3960.5,442.5,291.01,290.68,290.03,292.23,3.13,75.0,Clouds,broken clouds,0.0,0.0,0.0,,,0
2019-10-11,Vendredi,soir,9307.0,8213.64,1093.36,290.0,289.59,286.95,291.58,2.6,0.0,Clear,sky is clear,1.0,0.0,0.0,,,
2019-10-12,Samedi,midi,4411.5,3978.64,432.86,291.04,290.87,289.17,292.53,0.45,90.0,Clouds,overcast clouds,0.0,0.0,0.0,,,0
2019-10-12,Samedi,soir,9864.5,8710.61,1153.89,290.96,290.96,289.04,291.96,1.5,0.0,Clear,sky is clear,0.0,0.0,0.0,,,
2019-10-13,Dimanche,midi,6245.5,5607.5,638.0,297.86,297.74,296.31,299.4,4.02,40.0,Clouds,scattered clouds,0.0,0.0,0.0,,,0
2019-10-13,Dimanche,soir,6747.0,6003.11,743.89,293.24,293.11,290.25,294.58,0.89,0.0,Clear,sky is clear,0.0,0.0,0.0,,,
2019-10-14,Lundi,midi,2542.5,2297.42,245.08,296.3,296.19,295.2,297.24,4.6,75.0,Clouds,broken clouds,0.0,0.0,0.0,,,0
2019-10-14,Lundi,soir,5883.5,5225.53,657.97,290.64,290.38,288.06,293.9,3.13,90.0,Rain,light rain,1.0,0.0,0.0,,,
2019-10-15,Mardi,midi,3456.5,3108.79,347.71,289.24,288.68,288.02,290.24,1.34,75.0,Rain,light rain,0.0,0.0,0.0,,,0
2019-10-15,Mardi,soir,6631.5,5869.39,762.11,286.93,286.27,284.4,288.58,4.02,0.0,Clear,sky is clear,0.0,0.0,0.0,,,
2019-10-16,Mercredi,midi,4046.0,3643.41,402.59,289.28,289.04,288.37,290.01,4.02,90.0,Clouds,overcast clouds,0.0,0.0,0.0,,,0
2019-10-16,Mercredi,soir,9047.5,7998.15,1049.35,287.07,286.92,285.49,287.79,2.24,90.0,Rain,moderate rain,0.0,0.0,0.0,,,
2019-10-17,Jeudi,midi,3776.0,3403.26,372.74,287.97,287.78,286.6,290.57,0.45,90.0,Rain,light rain,0.0,0.0,0.0,,,0
2019-10-17,Jeudi,soir,9300.0,8209.92,1090.08,288.15,287.98,286.95,289.16,0.45,75.0,Clouds,broken clouds,0.0,0.0,0.0,,,
2019-10-18,Vendredi,midi,3400.5,3064.17,336.33,289.07,288.13,287.81,289.87,5.36,20.0,Clouds,few clouds,0.0,0.0,0.0,0.0,,0
2019-10-18,Vendredi,soir,9437.75,8318.08,1119.67,286.9,286.16,285.15,287.58,0.45,0.0,Clear,sky is clear,0.0,0.0,0.0,,,
2019-10-19,Samedi,midi,4619.0,4154.7,464.3,286.28,286.02,284.94,289.14,2.6,75.0,Rain,light rain,0.0,0.0,0.0,,,1
2019-10-19,Samedi,soir,8024.5,7111.52,912.98,285.68,285.26,284.04,286.58,1.5,0.0,Rain,light rain,0.0,0.0,0.0,,,
2019-10-20,Dimanche,midi,6330.5,5709.17,621.33,285.43,284.99,283.92,286.36,1.79,75.0,Rain,light rain,0.0,0.0,0.0,,,1
2019-10-20,Dimanche,soir,4306.8,3843.18,463.62,284.48,284.1,283.62,285.02,4.47,90.0,Drizzle,light intensity drizzle,0.0,0.0,0.0,,,
2019-10-20,Dimanche,soir,4306.8,3843.18,463.62,284.48,284.1,283.62,285.02,4.47,90.0,Rain,light rain,0.0,0.0,0.0,,,
2019-10-20,Dimanche,soir,4306.8,3843.18,463.62,284.48,284.1,283.62,285.02,4.47,90.0,Mist,mist,0.0,0.0,0.0,,,
2019-10-21,Lundi,midi,3085.25,2777.2,308.05,287.13,286.59,285.84,288.24,0.45,90.0,Clouds,overcast clouds,0.0,0.0,0.0,,,1
2019-10-21,Lundi,soir,6303.5,5599.17,704.33,285.85,285.26,284.38,286.58,1.5,75.0,Clouds,broken clouds,0.0,0.0,0.0,,,
2019-10-22,Mardi,midi,3671.75,3314.55,357.2,284.21,283.85,281.95,285.96,1.5,90.0,Mist,mist,0.0,0.0,0.0,0.0,0.0,1
2019-10-22,Mardi,soir,7774.0,6878.26,895.74,284.42,283.95,283.25,285.25,0.89,90.0,Clouds,overcast clouds,0.0,0.0,0.0,,,
2019-10-23,Mercredi,midi,2963.0,2673.41,289.59,286.78,286.52,285.59,288.25,2.6,90.0,Mist,mist,0.0,0.0,0.0,,,1
2019-10-23,Mercredi,midi,2963.0,2673.41,289.59,286.78,286.52,285.59,288.25,2.6,90.0,Rain,light rain,0.0,0.0,0.0,,,1
2019-10-23,Mercredi,soir,8096.0,7157.02,938.98,286.6,286.4,285.03,287.58,1.0,1.0,Rain,moderate rain,0.0,0.0,0.0,,,
2019-10-23,Mercredi,soir,8096.0,7157.02,938.98,286.6,286.4,285.03,287.58,1.0,1.0,Mist,mist,0.0,0.0,0.0,,,
2019-10-24,Jeudi,midi,2918.5,2636.59,281.91,289.23,288.93,287.71,290.58,1.79,90.0,Clouds,overcast clouds,0.0,0.0,0.0,,,1
2019-10-24,Jeudi,soir,8310.5,7337.86,972.64,287.16,286.91,285.8,288.24,3.1,90.0,Clouds,overcast clouds,0.0,0.0,0.0,,,
2019-10-25,Vendredi,midi,3842.25,3461.89,380.36,287.21,287.1,286.14,288.53,0.45,90.0,Drizzle,light intensity drizzle,0.0,0.0,0.0,,,1
2019-10-25,Vendredi,soir,8132.75,7191.06,941.69,288.14,288.04,286.6,289.24,2.6,75.0,Clouds,broken clouds,0.0,0.0,0.0,,,
2019-10-26,Samedi,midi,5617.5,5037.22,580.28,291.98,291.54,291.05,293.38,2.68,0.0,Clear,sky is clear,0.0,0.0,0.0,,,1
2019-10-26,Samedi,soir,7214.0,6402.73,811.27,289.88,289.49,288.37,291.24,1.5,0.0,Clear,sky is clear,0.0,0.0,0.0,,,
2019-10-27,Dimanche,midi,4903.0,4394.77,508.23,281.84,280.03,280.91,282.58,3.1,75.0,Rain,light rain,0.0,0.0,0.0,0.0,,1
2019-10-27,Dimanche,soir,4246.5,3783.33,463.17,282.68,281.35,281.39,283.24,2.6,90.0,Rain,light rain,0.0,0.0,0.0,,,
2019-10-28,Lundi,midi,2458.5,2218.64,239.86,284.61,283.51,283.06,285.8,3.6,0.0,Clear,sky is clear,0.0,0.0,0.0,,,1
2019-10-28,Lundi,soir,6694.0,5927.5,766.5,283.23,282.17,281.95,283.96,0.45,0.0,Rain,light rain,0.0,0.0,0.0,,,
2019-10-29,Mardi,midi,2786.0,2500.61,285.39,283.73,282.8,282.71,284.58,3.1,1.0,Rain,light rain,0.0,0.0,0.0,,,1
2019-10-29,Mardi,soir,7025.5,6228.26,797.24,283.95,282.91,281.95,284.96,3.6,0.0,Rain,light rain,0.0,0.0,0.0,,,
2019-10-30,Mercredi,midi,2792.5,2515.61,276.89,282.9,281.97,281.6,283.61,2.1,90.0,Clouds,overcast clouds,0.0,0.0,0.0,,,1
2019-10-30,Mercredi,soir,7641.0,6765.0,876.0,283.06,283.06,281.95,283.87,1.0,90.0,Clouds,overcast clouds,0.0,0.0,0.0,,,
2019-10-31,Jeudi,midi,3306.5,2979.92,326.58,284.48,284.02,282.81,285.38,2.6,90.0,Clouds,overcast clouds,0.0,0.0,0.0,,,1
2019-10-31,Jeudi,soir,7661.0,6763.86,897.14,284.41,283.94,282.14,285.01,2.6,90.0,Clouds,overcast clouds,0.0,0.0,0.0,,,
2019-11-01,Vendredi,midi,5113.5,4575.0,538.5,286.97,286.97,286.03,287.97,0.89,90.0,Drizzle,light intensity drizzle rain,0.0,0.0,0.0,,,1
2019-11-01,Vendredi,midi,5113.5,4575.0,538.5,286.97,286.97,286.03,287.97,0.89,90.0,Rain,light rain,0.0,0.0,0.0,,,1
2019-11-01,Vendredi,soir,8573.5,7584.92,988.58,289.41,289.52,288.18,290.24,1.34,90.0,Rain,light rain,0.0,0.0,0.0,,,
2019-11-02,Samedi,midi,4674.5,4195.45,479.05,286.75,286.15,284.94,287.88,4.02,75.0,Clouds,broken clouds,0.0,0.0,0.0,,,1
2019-11-02,Samedi,soir,6924.0,6162.2,761.8,285.16,284.58,283.92,286.16,2.68,75.0,Clouds,broken clouds,0.0,0.0,0.0,,,
2019-11-03,Dimanche,midi,4000.5,3600.61,399.89,285.65,285.25,284.04,286.68,0.45,75.0,Drizzle,light intensity drizzle,0.0,0.0,0.0,,,1
2019-11-03,Dimanche,midi,4000.5,3600.61,399.89,285.65,285.25,284.04,286.68,0.45,75.0,Rain,light rain,0.0,0.0,0.0,,,1
2019-11-03,Dimanche,midi,4000.5,3600.61,399.89,285.65,285.25,284.04,286.68,0.45,75.0,Mist,mist,0.0,0.0,0.0,,,1
2019-11-03,Dimanche,soir,2546.5,2259.7,286.8,284.59,284.17,283.08,285.8,1.79,90.0,Clouds,overcast clouds,0.0,0.0,0.0,,,
2019-11-04,Lundi,midi,3378.0,3043.05,334.95,286.83,286.16,285.4,288.58,6.71,75.0,Rain,light rain,0.0,0.0,0.0,,,0
2019-11-04,Lundi,soir,5233.5,4642.12,591.38,283.45,282.76,282.43,284.58,3.13,75.0,Clouds,broken clouds,0.0,0.0,0.0,,,
2019-11-05,Mardi,midi,3440.5,3093.26,347.24,284.12,283.49,283.13,285.25,1.0,75.0,Rain,light rain,0.0,0.0,0.0,0.0,,0
2019-11-05,Mardi,soir,7177.0,6344.85,832.15,281.88,280.78,279.36,283.14,2.1,0.0,Clear,sky is clear,0.0,0.0,0.0,,,
2019-11-06,Mercredi,midi,3184.5,2866.36,318.14,285.09,284.27,284.29,286.31,0.45,75.0,Clouds,broken clouds,0.0,0.0,0.0,,,0
2019-11-06,Mercredi,soir,6780.5,6027.82,752.68,282.97,282.05,281.6,284.16,2.1,90.0,Rain,light rain,0.0,0.0,0.0,,,
2019-11-07,Jeudi,midi,4934.0,4399.32,534.68,283.59,282.47,282.16,284.69,2.68,75.0,Clouds,broken clouds,0.0,0.0,0.0,,,0
2019-11-07,Jeudi,soir,8515.0,7518.56,996.44,281.4,281.4,279.73,282.34,0.45,90.0,Clouds,overcast clouds,0.0,0.0,0.0,,,
2019-11-08,Vendredi,midi,4163.5,3714.39,449.11,281.99,281.48,280.59,283.25,1.5,20.0,Clouds,few clouds,0.0,0.0,0.0,0.0,,0
2019-11-08,Vendredi,soir,7964.75,7045.98,918.77,280.35,280.35,277.14,282.03,1.0,20.0,Clouds,few clouds,0.0,0.0,0.0,,,
2019-11-09,Samedi,midi,4905.5,4386.52,518.98,282.09,279.58,279.69,283.87,4.6,75.0,Clouds,broken clouds,0.0,0.0,0.0,,,0
2019-11-09,Samedi,soir,7575.0,6732.73,842.27,279.7,277.45,278.37,280.31,3.1,90.0,Clouds,overcast clouds,0.0,0.0,0.0,,,
2019-11-10,Dimanche,midi,4991.5,4475.53,515.97,279.96,279.96,278.83,280.96,1.0,90.0,Drizzle,light intensity drizzle,0.0,0.0,0.0,,,0
2019-11-10,Dimanche,soir,7666.5,6812.35,854.15,280.27,279.51,279.38,280.87,1.5,90.0,Clouds,overcast clouds,0.0,0.0,0.0,,,
2019-11-11,Lundi,midi,5964.75,5364.85,599.9,280.49,278.11,279.38,281.45,3.58,75.0,Rain,light rain,0.0,0.0,0.0,,,0
2019-11-11,Lundi,soir,5433.0,4834.73,598.27,279.11,277.85,277.71,280.25,1.79,75.0,Clouds,broken clouds,0.0,0.0,0.0,,,
2019-11-12,Mardi,midi,3073.5,2760.77,312.73,281.18,281.18,279.17,282.92,0.45,75.0,Rain,light rain,0.0,0.0,0.0,0.0,0.0,0
2019-11-12,Mardi,soir,6989.5,6197.5,792.0,277.14,275.1,275.38,278.3,2.24,0.0,Rain,light rain,0.0,0.0,0.0,,,
2019-11-13,Mercredi,midi,3569.75,3203.71,366.04,282.86,281.92,280.76,284.14,2.1,75.0,Clouds,broken clouds,0.0,0.0,0.0,,,0
2019-11-13,Mercredi,soir,6073.5,5387.73,685.77,280.68,280.68,279.17,281.58,0.45,0.0,Clear,sky is clear,0.0,0.0,0.0,,,
2019-11-14,Jeudi,midi,2211.5,1990.45,221.05,279.64,278.16,278.94,280.8,2.1,90.0,Clouds,overcast clouds,0.0,0.0,0.0,,,0
2019-11-14,Jeudi,soir,6901.0,6098.18,802.82,279.5,277.57,278.06,280.25,2.6,90.0,Clouds,overcast clouds,1.0,0.0,0.0,,,
2019-11-15,Vendredi,midi,4275.0,3831.29,443.71,275.88,275.88,274.8,277.07,0.5,90.0,Rain,moderate rain,0.0,0.0,0.0,,,0
2019-11-15,Vendredi,soir,8731.0,7715.0,1016.0,274.25,271.33,273.27,275.8,2.6,90.0,Rain,light rain,0.0,0.0,0.0,,,
2019-11-16,Samedi,midi,5691.0,5115.38,575.62,279.16,276.2,278.58,279.85,4.1,90.0,Clouds,overcast clouds,0.0,0.0,0.0,,,0
2019-11-16,Samedi,soir,8862.5,7880.0,982.5,279.12,279.12,278.06,279.69,1.0,90.0,Clouds,overcast clouds,0.0,0.0,0.0,,,
2019-11-17,Dimanche,midi,5813.5,5206.44,607.06,280.99,280.99,278.83,282.43,0.45,75.0,Clouds,broken clouds,0.0,0.0,0.0,,,0
2019-11-17,Dimanche,soir,4557.5,4050.68,506.82,279.95,278.04,277.28,281.11,2.68,90.0,Clouds,overcast clouds,1.0,0.0,0.0,,,
2019-11-18,Lundi,midi,2337.5,2110.61,226.89,280.37,280.37,279.14,281.26,0.45,90.0,Rain,moderate rain,0.0,0.0,0.0,,,0
2019-11-18,Lundi,soir,5577.0,4935.34,641.66,280.6,280.09,279.38,281.36,1.34,90.0,Rain,light rain,0.0,0.0,0.0,,,
2019-11-18,Lundi,soir,5577.0,4935.34,641.66,280.6,280.09,279.38,281.36,1.34,90.0,Drizzle,light intensity drizzle,0.0,0.0,0.0,,,
2019-11-19,Mardi,midi,2019.0,1823.71,195.29,282.33,280.93,279.73,283.87,2.6,40.0,Clouds,scattered clouds,0.0,0.0,0.0,,,0
2019-11-19,Mardi,soir,6650.0,5900.3,749.7,279.46,277.52,276.87,280.36,2.6,90.0,Clouds,overcast clouds,0.0,0.0,0.0,,,
2019-11-20,Mercredi,midi,3230.0,2903.33,326.67,279.57,276.7,278.02,280.61,4.1,0.0,Clear,sky is clear,0.0,0.0,0.0,,,0
2019-11-20,Mercredi,soir,5661.0,5024.24,636.76,276.59,273.03,275.49,277.61,4.1,0.0,Clear,sky is clear,0.0,0.0,0.0,,,
2019-11-21,Jeudi,midi,3367.75,3015.3,352.45,282.29,282.29,280.8,283.58,0.45,0.0,Rain,light rain,0.0,0.0,0.0,,,0
2019-11-21,Jeudi,soir,6867.0,6074.77,792.23,281.33,281.33,279.94,282.58,0.45,90.0,Rain,light rain,0.0,0.0,0.0,,,
