date,service,match_edf,match_happening,match_happening_cl,roland_garros,fashion_week
2019-02-10,midi,0,0.0,0.0,0,0
2019-02-10,soir,0,0.0,0.0,0,0
2019-02-11,midi,0,0.0,0.0,0,0
2019-02-11,soir,0,0.0,0.0,0,0
2019-02-12,midi,0,0.0,0.0,0,0
2019-02-12,soir,0,0.0,0.0,0,0
2019-02-13,midi,0,0.0,0.0,0,0
2019-02-13,soir,0,0.0,0.0,0,0
2019-02-14,midi,0,0.0,0.0,0,0
2019-02-14,soir,0,0.0,0.0,0,0
2019-02-15,midi,0,0.0,0.0,0,0
2019-02-15,soir,0,0.0,0.0,0,0
2019-02-16,midi,0,0.0,0.0,0,0
2019-02-16,soir,0,0.0,0.0,0,0
2019-02-17,midi,0,0.0,0.0,0,0
2019-02-17,soir,0,0.0,0.0,0,0
2019-02-18,midi,0,0.0,0.0,0,0
2019-02-18,soir,0,0.0,0.0,0,0
2019-02-19,midi,0,0.0,0.0,0,0
2019-02-19,soir,0,0.0,0.0,0,0
2019-02-20,midi,0,0.0,0.0,0,0
2019-02-20,soir,0,0.0,0.0,0,0
2019-02-21,midi,0,0.0,0.0,0,0
2019-02-21,soir,0,0.0,0.0,0,0
2019-02-22,midi,0,0.0,0.0,0,0
2019-02-22,soir,0,0.0,0.0,0,0
2019-02-23,midi,0,0.0,0.0,0,0
2019-02-23,soir,0,0.0,0.0,0,0
2019-02-24,midi,0,0.0,0.0,0,0
2019-02-24,soir,0,0.0,0.0,0,0
2019-02-25,midi,0,0.0,0.0,0,1
2019-02-25,soir,0,0.0,0.0,0,1
2019-02-26,midi,0,0.0,0.0,0,1
2019-02-26,soir,0,0.0,0.0,0,1
2019-02-27,midi,0,0.0,0.0,0,1
2019-02-27,soir,0,0.0,0.0,0,1
2019-02-28,midi,0,0.0,0.0,0,1
2019-02-28,soir,0,0.0,0.0,0,1
2019-03-01,midi,0,0.0,0.0,0,1
2019-03-01,soir,0,0.0,0.0,0,1
2019-03-02,midi,0,0.0,0.0,0,1
2019-03-02,soir,0,0.0,0.0,0,1
2019-03-03,midi,0,0.0,0.0,0,1
2019-03-03,soir,0,0.0,0.0,0,1
2019-03-04,midi,0,0.0,0.0,0,1
2019-03-04,soir,0,0.0,0.0,0,1
2019-03-05,midi,0,0.0,0.0,0,1
2019-03-05,soir,0,0.0,0.0,0,1
2019-03-06,midi,0,0.0,0.0,0,0
2019-03-06,soir,0,0.0,0.0,0,0
2019-03-07,midi,0,0.0,0.0,0,0
2019-03-07,soir,0,0.0,0.0,0,0
2019-03-08,midi,0,0.0,0.0,0,0
2019-03-08,soir,0,0.0,0.0,0,0
2019-03-09,midi,0,0.0,0.0,0,0
2019-03-09,soir,0,0.0,0.0,0,0
2019-03-10,midi,0,0.0,0.0,0,0
2019-03-10,soir,0,0.0,0.0,0,0
2019-03-11,midi,0,0.0,0.0,0,0
2019-03-11,soir,0,0.0,0.0,0,0
2019-03-12,midi,0,0.0,0.0,0,0
2019-03-12,soir,0,0.0,0.0,0,0
2019-03-13,midi,0,0.0,0.0,0,0
2019-03-13,soir,0,0.0,0.0,0,0
2019-03-14,midi,0,0.0,0.0,0,0
2019-03-14,soir,0,0.0,0.0,0,0
2019-03-15,midi,0,0.0,0.0,0,0
2019-03-15,soir,0,0.0,0.0,0,0
2019-03-16,midi,0,0.0,0.0,0,0
2019-03-16,soir,0,0.0,0.0,0,0
2019-03-17,midi,0,0.0,0.0,0,0
2019-03-17,soir,0,0.0,0.0,0,0
2019-03-18,midi,0,0.0,0.0,0,0
2019-03-18,soir,0,0.0,0.0,0,0
2019-03-19,midi,0,0.0,0.0,0,0
2019-03-19,soir,0,0.0,0.0,0,0
2019-03-20,midi,0,0.0,0.0,0,0
2019-03-20,soir,0,0.0,0.0,0,0
2019-03-21,midi,0,0.0,0.0,0,0
2019-03-21,soir,0,0.0,0.0,0,0
2019-03-22,midi,0,0.0,0.0,0,0
2019-03-22,soir,1,0.0,0.0,0,0
2019-03-23,midi,0,0.0,0.0,0,0
2019-03-23,soir,0,0.0,0.0,0,0
2019-03-24,midi,0,0.0,0.0,0,0
2019-03-24,soir,0,0.0,0.0,0,0
2019-03-25,midi,0,0.0,0.0,0,0
2019-03-25,soir,1,0.0,0.0,0,0
2019-03-26,midi,0,0.0,0.0,0,0
2019-03-26,soir,0,0.0,0.0,0,0
2019-03-27,midi,0,0.0,0.0,0,0
2019-03-27,soir,0,0.0,0.0,0,0
2019-03-28,midi,0,0.0,0.0,0,0
2019-03-28,soir,0,0.0,0.0,0,0
2019-03-29,midi,0,0.0,0.0,0,0
2019-03-29,soir,0,0.0,0.0,0,0
2019-03-30,midi,0,0.0,0.0,0,0
2019-03-30,soir,0,0.0,0.0,0,0
2019-03-31,midi,0,0.0,0.0,0,0
2019-03-31,soir,0,0.0,0.0,0,0
2019-04-01,midi,0,0.0,0.0,0,0
2019-04-01,soir,0,0.0,0.0,0,0
2019-04-02,midi,0,0.0,0.0,0,0
2019-04-02,soir,0,0.0,0.0,0,0
2019-04-03,midi,0,0.0,0.0,0,0
2019-04-03,soir,0,0.0,0.0,0,0
2019-04-04,midi,0,0.0,0.0,0,0
2019-04-04,soir,0,0.0,0.0,0,0
2019-04-05,midi,0,0.0,0.0,0,0
2019-04-05,soir,0,0.0,0.0,0,0
2019-04-06,midi,0,0.0,0.0,0,0
2019-04-06,soir,0,0.0,0.0,0,0
2019-04-07,midi,0,0.0,0.0,0,0
2019-04-07,soir,0,0.0,0.0,0,0
2019-04-08,midi,0,0.0,0.0,0,0
2019-04-08,soir,0,0.0,0.0,0,0
2019-04-09,midi,0,0.0,0.0,0,0
2019-04-09,soir,0,0.0,0.0,0,0
2019-04-10,midi,0,0.0,0.0,0,0
2019-04-10,soir,0,0.0,0.0,0,0
2019-04-11,midi,0,0.0,0.0,0,0
2019-04-11,soir,0,0.0,0.0,0,0
2019-04-12,midi,0,0.0,0.0,0,0
2019-04-12,soir,0,0.0,0.0,0,0
2019-04-13,midi,0,0.0,0.0,0,0
2019-04-13,soir,0,0.0,0.0,0,0
2019-04-14,midi,0,0.0,0.0,0,0
2019-04-14,soir,0,0.0,0.0,0,0
2019-04-15,midi,0,0.0,0.0,0,0
2019-04-15,soir,0,0.0,0.0,0,0
2019-04-16,midi,0,0.0,0.0,0,0
2019-04-16,soir,0,0.0,0.0,0,0
2019-04-17,midi,0,0.0,0.0,0,0
2019-04-17,soir,0,0.0,0.0,0,0
2019-04-18,midi,0,0.0,0.0,0,0
2019-04-18,soir,0,0.0,0.0,0,0
2019-04-19,midi,0,0.0,0.0,0,0
2019-04-19,soir,0,0.0,0.0,0,0
2019-04-20,midi,0,0.0,0.0,0,0
2019-04-20,soir,0,0.0,0.0,0,0
2019-04-21,midi,0,0.0,0.0,0,0
2019-04-21,soir,0,0.0,0.0,0,0
2019-04-22,midi,0,0.0,0.0,0,0
2019-04-22,soir,0,0.0,0.0,0,0
2019-04-23,midi,0,0.0,0.0,0,0
2019-04-23,soir,0,0.0,0.0,0,0
2019-04-24,midi,0,0.0,0.0,0,0
2019-04-24,soir,0,0.0,0.0,0,0
2019-04-25,midi,0,0.0,0.0,0,0
2019-04-25,soir,0,0.0,0.0,0,0
2019-04-26,midi,0,0.0,0.0,0,0
2019-04-26,soir,0,0.0,0.0,0,0
2019-04-27,midi,0,0.0,0.0,0,0
2019-04-27,soir,0,0.0,0.0,0,0
2019-04-28,midi,0,0.0,0.0,0,0
2019-04-28,soir,0,0.0,0.0,0,0
2019-04-29,midi,0,0.0,0.0,0,0
2019-04-29,soir,0,0.0,0.0,0,0
2019-04-30,midi,0,0.0,0.0,0,0
2019-04-30,soir,0,0.0,0.0,0,0
2019-05-01,midi,0,0.0,0.0,0,0
2019-05-01,soir,0,0.0,0.0,0,0
2019-05-02,midi,0,0.0,0.0,0,0
2019-05-02,soir,0,0.0,0.0,0,0
2019-05-03,midi,0,0.0,0.0,0,0
2019-05-03,soir,0,0.0,0.0,0,0
2019-05-04,midi,0,0.0,0.0,0,0
2019-05-04,soir,0,0.0,0.0,0,0
2019-05-05,midi,0,0.0,0.0,0,0
2019-05-05,soir,0,0.0,0.0,0,0
2019-05-06,midi,0,0.0,0.0,0,0
2019-05-06,soir,0,0.0,0.0,0,0
2019-05-07,midi,0,0.0,0.0,0,0
2019-05-07,soir,0,0.0,0.0,0,0
2019-05-08,midi,0,0.0,0.0,0,0
2019-05-08,soir,0,0.0,0.0,0,0
2019-05-09,midi,0,0.0,0.0,0,0
2019-05-09,soir,0,0.0,0.0,0,0
2019-05-10,midi,0,0.0,0.0,0,0
2019-05-10,soir,0,0.0,0.0,0,0
2019-05-11,midi,0,0.0,0.0,0,0
2019-05-11,soir,0,0.0,0.0,0,0
2019-05-12,midi,0,0.0,0.0,0,0
2019-05-12,soir,0,0.0,0.0,0,0
2019-05-13,midi,0,0.0,0.0,0,0
2019-05-13,soir,0,0.0,0.0,0,0
2019-05-14,midi,0,0.0,0.0,0,0
2019-05-14,soir,0,0.0,0.0,0,0
2019-05-15,midi,0,0.0,0.0,0,0
2019-05-15,soir,0,0.0,0.0,0,0
2019-05-16,midi,0,0.0,0.0,0,0
2019-05-16,soir,0,0.0,0.0,0,0
2019-05-17,midi,0,0.0,0.0,0,0
2019-05-17,soir,0,0.0,0.0,0,0
2019-05-18,midi,0,0.0,0.0,0,0
2019-05-18,soir,0,0.0,0.0,0,0
2019-05-19,midi,0,0.0,0.0,0,0
2019-05-19,soir,0,0.0,0.0,0,0
2019-05-20,midi,0,0.0,0.0,1,0
2019-05-20,soir,0,0.0,0.0,1,0
2019-05-21,midi,0,0.0,0.0,1,0
2019-05-21,soir,0,0.0,0.0,1,0
2019-05-22,midi,0,0.0,0.0,1,0
2019-05-22,soir,0,0.0,0.0,1,0
2019-05-23,midi,0,0.0,0.0,1,0
2019-05-23,soir,0,0.0,0.0,1,0
2019-05-24,midi,0,0.0,0.0,1,0
2019-05-24,soir,0,0.0,0.0,1,0
2019-05-25,midi,0,0.0,0.0,1,0
2019-05-25,soir,0,0.0,0.0,1,0
2019-05-26,midi,0,0.0,0.0,1,0
2019-05-26,soir,0,0.0,0.0,1,0
2019-05-27,midi,0,0.0,0.0,1,0
2019-05-27,soir,0,0.0,0.0,1,0
2019-05-28,midi,0,0.0,0.0,1,0
2019-05-28,soir,0,0.0,0.0,1,0
2019-05-29,midi,0,0.0,0.0,1,0
2019-05-29,soir,0,0.0,0.0,1,0
2019-05-30,midi,0,0.0,0.0,1,0
2019-05-30,soir,0,0.0,0.0,1,0
2019-05-31,midi,0,0.0,0.0,1,0
2019-05-31,soir,0,0.0,0.0,1,0
2019-06-01,midi,0,0.0,0.0,1,0
2019-06-01,soir,0,0.0,0.0,1,0
2019-06-02,midi,0,0.0,0.0,1,0
2019-06-02,soir,1,0.0,0.0,1,0
2019-06-03,midi,0,0.0,0.0,1,0
2019-06-03,soir,0,0.0,0.0,1,0
2019-06-04,midi,0,0.0,0.0,1,0
2019-06-04,soir,0,0.0,0.0,1,0
2019-06-05,midi,0,0.0,0.0,1,0
2019-06-05,soir,0,0.0,0.0,1,0
2019-06-06,midi,0,0.0,0.0,1,0
2019-06-06,soir,0,0.0,0.0,1,0
2019-06-07,midi,0,0.0,0.0,1,0
2019-06-07,soir,0,0.0,0.0,1,0
2019-06-08,midi,0,0.0,0.0,1,0
2019-06-08,soir,1,0.0,0.0,1,0
2019-06-09,midi,0,0.0,0.0,1,0
2019-06-09,soir,0,0.0,0.0,1,0
2019-06-10,midi,0,0.0,0.0,0,0
2019-06-10,soir,0,0.0,0.0,0,0
2019-06-11,midi,0,0.0,0.0,0,0
2019-06-11,soir,1,0.0,0.0,0,0
2019-06-12,midi,0,0.0,0.0,0,0
2019-06-12,soir,0,0.0,0.0,0,0
2019-06-13,midi,0,0.0,0.0,0,0
2019-06-13,soir,0,0.0,0.0,0,0
2019-06-14,midi,0,0.0,0.0,0,0
2019-06-14,soir,0,0.0,0.0,0,0
2019-06-15,midi,0,0.0,0.0,0,0
2019-06-15,soir,0,0.0,0.0,0,0
2019-06-16,midi,0,0.0,0.0,0,0
2019-06-16,soir,0,0.0,0.0,0,0
2019-06-17,midi,0,0.0,0.0,0,0
2019-06-17,soir,0,0.0,0.0,0,0
2019-06-18,midi,0,0.0,0.0,0,1
2019-06-18,soir,0,0.0,0.0,0,1
2019-06-19,midi,0,0.0,0.0,0,1
2019-06-19,soir,0,0.0,0.0,0,1
2019-06-20,midi,0,0.0,0.0,0,1
2019-06-20,soir,0,0.0,0.0,0,1
2019-06-21,midi,0,0.0,0.0,0,1
2019-06-21,soir,0,0.0,0.0,0,1
2019-06-22,midi,0,0.0,0.0,0,1
2019-06-22,soir,0,0.0,0.0,0,1
2019-06-23,midi,0,0.0,0.0,0,1
2019-06-23,soir,0,0.0,0.0,0,1
2019-06-24,midi,0,0.0,0.0,0,0
2019-06-24,soir,0,0.0,0.0,0,0
2019-06-25,midi,0,0.0,0.0,0,0
2019-06-25,soir,0,0.0,0.0,0,0
2019-06-26,midi,0,0.0,0.0,0,0
2019-06-26,soir,0,0.0,0.0,0,0
2019-06-27,midi,0,0.0,0.0,0,0
2019-06-27,soir,0,0.0,0.0,0,0
2019-06-28,midi,0,0.0,0.0,0,0
2019-06-28,soir,0,0.0,0.0,0,0
2019-06-29,midi,0,0.0,0.0,0,0
2019-06-29,soir,0,0.0,0.0,0,0
2019-06-30,midi,0,0.0,0.0,0,0
2019-06-30,soir,0,0.0,0.0,0,0
2019-07-01,midi,0,0.0,0.0,0,0
2019-07-01,soir,0,0.0,0.0,0,0
2019-07-02,midi,0,0.0,0.0,0,0
2019-07-02,soir,0,0.0,0.0,0,0
2019-07-03,midi,0,0.0,0.0,0,0
2019-07-03,soir,0,0.0,0.0,0,0
2019-07-04,midi,0,0.0,0.0,0,0
2019-07-04,soir,0,0.0,0.0,0,0
2019-07-05,midi,0,0.0,0.0,0,0
2019-07-05,soir,0,0.0,0.0,0,0
2019-07-06,midi,0,0.0,0.0,0,0
2019-07-06,soir,0,0.0,0.0,0,0
2019-07-07,midi,0,0.0,0.0,0,0
2019-07-07,soir,0,0.0,0.0,0,0
2019-07-08,midi,0,0.0,0.0,0,0
2019-07-08,soir,0,0.0,0.0,0,0
2019-07-09,midi,0,0.0,0.0,0,0
2019-07-09,soir,0,0.0,0.0,0,0
2019-07-10,midi,0,0.0,0.0,0,0
2019-07-10,soir,0,0.0,0.0,0,0
2019-07-11,midi,0,0.0,0.0,0,0
2019-07-11,soir,0,0.0,0.0,0,0
2019-07-12,midi,0,0.0,0.0,0,0
2019-07-12,soir,0,0.0,0.0,0,0
2019-07-13,midi,0,0.0,0.0,0,0
2019-07-13,soir,0,0.0,0.0,0,0
2019-07-14,midi,0,0.0,0.0,0,0
2019-07-14,soir,0,0.0,0.0,0,0
2019-07-15,midi,0,0.0,0.0,0,0
2019-07-15,soir,0,0.0,0.0,0,0
2019-07-16,midi,0,0.0,0.0,0,0
2019-07-16,soir,0,0.0,0.0,0,0
2019-07-17,midi,0,0.0,0.0,0,0
2019-07-17,soir,0,0.0,0.0,0,0
2019-07-18,midi,0,0.0,0.0,0,0
2019-07-18,soir,0,0.0,0.0,0,0
2019-07-19,midi,0,0.0,0.0,0,0
2019-07-19,soir,0,0.0,0.0,0,0
2019-07-20,midi,0,0.0,0.0,0,0
2019-07-20,soir,0,0.0,0.0,0,0
2019-07-21,midi,0,0.0,0.0,0,0
2019-07-21,soir,0,0.0,0.0,0,0
2019-07-22,midi,0,0.0,0.0,0,0
2019-07-22,soir,0,0.0,0.0,0,0
2019-07-23,midi,0,0.0,0.0,0,0
2019-07-23,soir,0,0.0,0.0,0,0
2019-07-24,midi,0,0.0,0.0,0,0
2019-07-24,soir,0,0.0,0.0,0,0
2019-07-25,midi,0,0.0,0.0,0,0
2019-07-25,soir,0,0.0,0.0,0,0
2019-07-26,midi,0,0.0,0.0,0,0
2019-07-26,soir,0,0.0,0.0,0,0
2019-07-27,midi,0,0.0,0.0,0,0
2019-07-27,soir,0,0.0,0.0,0,0
2019-07-28,midi,0,0.0,0.0,0,0
2019-07-28,soir,0,0.0,0.0,0,0
2019-07-29,midi,0,0.0,0.0,0,0
2019-07-29,soir,0,0.0,0.0,0,0
2019-07-30,midi,0,0.0,0.0,0,0
2019-07-30,soir,0,0.0,0.0,0,0
2019-07-31,midi,0,0.0,0.0,0,0
2019-07-31,soir,0,0.0,0.0,0,0
2019-08-01,midi,0,0.0,0.0,0,0
2019-08-01,soir,0,0.0,0.0,0,0
2019-08-02,midi,0,0.0,0.0,0,0
2019-08-02,soir,0,0.0,0.0,0,0
2019-08-03,midi,0,0.0,0.0,0,0
2019-08-03,soir,0,0.0,0.0,0,0
2019-08-04,midi,0,0.0,0.0,0,0
2019-08-04,soir,0,0.0,0.0,0,0
2019-08-05,midi,0,0.0,0.0,0,0
2019-08-05,soir,0,0.0,0.0,0,0
2019-08-06,midi,0,0.0,0.0,0,0
2019-08-06,soir,0,0.0,0.0,0,0
2019-08-07,midi,0,0.0,0.0,0,0
2019-08-07,soir,0,0.0,0.0,0,0
2019-08-08,midi,0,0.0,0.0,0,0
2019-08-08,soir,0,0.0,0.0,0,0
2019-08-09,midi,0,0.0,0.0,0,0
2019-08-09,soir,0,0.0,0.0,0,0
2019-08-10,midi,0,0.0,0.0,0,0
2019-08-10,soir,0,0.0,0.0,0,0
2019-08-11,midi,0,0.0,0.0,0,0
2019-08-11,soir,0,0.0,0.0,0,0
2019-08-12,midi,0,0.0,0.0,0,0
2019-08-12,soir,0,0.0,0.0,0,0
2019-08-13,midi,0,0.0,0.0,0,0
2019-08-13,soir,0,0.0,0.0,0,0
2019-08-14,midi,0,0.0,0.0,0,0
2019-08-14,soir,0,0.0,0.0,0,0
2019-08-15,midi,0,0.0,0.0,0,0
2019-08-15,soir,0,0.0,0.0,0,0
2019-08-16,midi,0,0.0,0.0,0,0
2019-08-16,soir,0,0.0,0.0,0,0
2019-08-17,midi,0,0.0,0.0,0,0
2019-08-17,soir,0,0.0,0.0,0,0
2019-08-18,midi,0,0.0,0.0,0,0
2019-08-18,soir,0,0.0,0.0,0,0
2019-08-19,midi,0,0.0,0.0,0,0
2019-08-19,soir,0,0.0,0.0,0,0
2019-08-20,midi,0,0.0,0.0,0,0
2019-08-20,soir,0,0.0,0.0,0,0
2019-08-21,midi,0,0.0,0.0,0,0
2019-08-21,soir,0,0.0,0.0,0,0
2019-08-22,midi,0,0.0,0.0,0,0
2019-08-22,soir,0,0.0,0.0,0,0
2019-08-23,midi,0,0.0,0.0,0,0
2019-08-23,soir,0,0.0,0.0,0,0
2019-08-24,midi,0,0.0,0.0,0,0
2019-08-24,soir,0,0.0,0.0,0,0
2019-08-25,midi,0,0.0,0.0,0,0
2019-08-25,soir,0,0.0,0.0,0,0
2019-08-26,midi,0,0.0,0.0,0,0
2019-08-26,soir,0,0.0,0.0,0,0
2019-08-27,midi,0,0.0,0.0,0,0
2019-08-27,soir,0,0.0,0.0,0,0
2019-08-28,midi,0,0.0,0.0,0,0
2019-08-28,soir,0,0.0,0.0,0,0
2019-08-29,midi,0,0.0,0.0,0,0
2019-08-29,soir,0,0.0,0.0,0,0
2019-08-30,midi,0,0.0,0.0,0,0
2019-08-30,soir,0,0.0,0.0,0,0
2019-08-31,midi,0,0.0,0.0,0,0
2019-08-31,soir,0,0.0,0.0,0,0
2019-09-01,midi,0,0.0,0.0,0,0
2019-09-01,soir,0,0.0,0.0,0,0
2019-09-02,midi,0,0.0,0.0,0,0
2019-09-02,soir,0,0.0,0.0,0,0
2019-09-03,midi,0,0.0,0.0,0,0
2019-09-03,soir,0,0.0,0.0,0,0
2019-09-04,midi,0,0.0,0.0,0,0
2019-09-04,soir,0,0.0,0.0,0,0
2019-09-05,midi,0,0.0,0.0,0,0
2019-09-05,soir,0,0.0,0.0,0,0
2019-09-06,midi,0,0.0,0.0,0,0
2019-09-06,soir,0,0.0,0.0,0,0
2019-09-07,midi,0,0.0,0.0,0,0
2019-09-07,soir,1,0.0,0.0,0,0
2019-09-08,midi,0,0.0,0.0,0,0
2019-09-08,soir,0,0.0,0.0,0,0
2019-09-09,midi,0,0.0,0.0,0,0
2019-09-09,soir,0,0.0,0.0,0,0
2019-09-10,midi,0,0.0,0.0,0,0
2019-09-10,soir,1,0.0,0.0,0,0
2019-09-11,midi,0,0.0,0.0,0,0
2019-09-11,soir,0,0.0,0.0,0,0
2019-09-12,midi,0,0.0,0.0,0,0
2019-09-12,soir,0,0.0,0.0,0,0
2019-09-13,midi,0,0.0,0.0,0,0
2019-09-13,soir,0,0.0,0.0,0,0
2019-09-14,midi,0,0.0,0.0,0,0
2019-09-14,soir,0,0.0,0.0,0,0
2019-09-15,midi,0,0.0,0.0,0,0
2019-09-15,soir,0,0.0,0.0,0,0
2019-09-16,midi,0,0.0,0.0,0,0
2019-09-16,soir,0,0.0,0.0,0,0
2019-09-17,midi,0,0.0,0.0,0,0
2019-09-17,soir,0,0.0,0.0,0,0
2019-09-18,midi,0,0.0,0.0,0,0
2019-09-18,soir,0,0.0,0.0,0,0
2019-09-19,midi,0,0.0,0.0,0,0
2019-09-19,soir,0,0.0,0.0,0,0
2019-09-20,midi,0,0.0,0.0,0,0
2019-09-20,soir,0,0.0,0.0,0,0
2019-09-21,midi,0,0.0,0.0,0,0
2019-09-21,soir,0,0.0,0.0,0,0
2019-09-22,midi,0,0.0,0.0,0,0
2019-09-22,soir,0,0.0,0.0,0,0
2019-09-23,midi,0,0.0,0.0,0,1
2019-09-23,soir,0,0.0,0.0,0,1
2019-09-24,midi,0,0.0,0.0,0,1
2019-09-24,soir,0,0.0,0.0,0,1
2019-09-25,midi,0,0.0,0.0,0,1
2019-09-25,soir,0,0.0,0.0,0,1
2019-09-26,midi,0,0.0,0.0,0,1
2019-09-26,soir,0,0.0,0.0,0,1
2019-09-27,midi,0,0.0,0.0,0,1
2019-09-27,soir,0,0.0,0.0,0,1
2019-09-28,midi,0,0.0,0.0,0,1
2019-09-28,soir,0,0.0,0.0,0,1
2019-09-29,midi,0,0.0,0.0,0,1
2019-09-29,soir,0,0.0,0.0,0,1
2019-09-30,midi,0,0.0,0.0,0,1
2019-09-30,soir,0,0.0,0.0,0,1
2019-10-01,midi,0,0.0,0.0,0,1
2019-10-01,soir,0,0.0,0.0,0,1
2019-10-02,midi,0,0.0,0.0,0,0
2019-10-02,soir,0,0.0,0.0,0,0
2019-10-03,midi,0,0.0,0.0,0,0
2019-10-03,soir,0,0.0,0.0,0,0
2019-10-04,midi,0,0.0,0.0,0,0
2019-10-04,soir,0,0.0,0.0,0,0
2019-10-05,midi,0,0.0,0.0,0,0
2019-10-05,soir,0,0.0,0.0,0,0
2019-10-06,midi,0,0.0,0.0,0,0
2019-10-06,soir,0,0.0,0.0,0,0
2019-10-07,midi,0,0.0,0.0,0,0
2019-10-07,soir,0,0.0,0.0,0,0
2019-10-08,midi,0,0.0,0.0,0,0
2019-10-08,soir,0,0.0,0.0,0,0
2019-10-09,midi,0,0.0,0.0,0,0
2019-10-09,soir,0,0.0,0.0,0,0
2019-10-10,midi,0,0.0,0.0,0,0
2019-10-10,soir,0,0.0,0.0,0,0
2019-10-11,midi,0,0.0,0.0,0,0
2019-10-11,soir,1,0.0,0.0,0,0
2019-10-12,midi,0,0.0,0.0,0,0
2019-10-12,soir,0,0.0,0.0,0,0
2019-10-13,midi,0,0.0,0.0,0,0
2019-10-13,soir,0,0.0,0.0,0,0
2019-10-14,midi,0,0.0,0.0,0,0
2019-10-14,soir,1,0.0,0.0,0,0
2019-10-15,midi,0,0.0,0.0,0,0
2019-10-15,soir,0,0.0,0.0,0,0
2019-10-16,midi,0,0.0,0.0,0,0
2019-10-16,soir,0,0.0,0.0,0,0
2019-10-17,midi,0,0.0,0.0,0,0
2019-10-17,soir,0,0.0,0.0,0,0
