date,temp,feels_like,temp_min,temp_max,wind_speed,clouds_all,weather_main,weather_description,service
2012-08-10,297.76,297.29,296.18,300.43,1.03,1,Clear,sky is clear,midi
2012-08-10,297.69,297.19,294.39,300.25,1.03,1,Clear,sky is clear,soir
2012-08-11,299.33,299.33,297.34,301.36,1.03,1,Clear,sky is clear,midi
2012-08-11,298.69,298.21,295.34,300.25,0.51,1,Clear,sky is clear,soir
2012-08-12,299.25,299.25,297.93,300.43,1.03,1,Clear,sky is clear,midi
2012-08-12,297.27,297.25,295.38,298.14,0.51,1,Clear,sky is clear,soir
2012-08-13,297.31,297.14,294.39,298.87,1.03,75,Clouds,broken clouds,midi
2012-08-13,296.85,296.63,294.39,298.03,2.6,90,Clouds,overcast clouds,soir
2012-08-14,295.79,295.86,294.34,296.5,1.5,75,Rain,light rain,midi
2012-08-14,297.67,297.61,296.28,299.25,2.6,1,Clear,sky is clear,soir
2012-08-15,301.56,301.69,299.6,303.59,3.08,1,Clear,sky is clear,midi
2012-08-15,295.49,295.03,292.81,297.47,4.1,1,Clear,sky is clear,soir
2012-08-16,297.92,297.6,296.82,299.37,1.03,20,Clouds,few clouds,midi
2012-08-16,298.64,298.21,296.14,300.36,3.1,1,Clear,sky is clear,soir
2012-08-17,303.38,302.56,302.34,304.87,1.03,1,Clear,sky is clear,midi
2012-08-17,304.25,303.08,302.25,307.47,0.51,1,Clear,sky is clear,soir
2012-08-18,306.47,306.6,303.85,308.76,0.51,1,Clear,sky is clear,midi
2012-08-18,308.81,307.94,307.08,309.94,2.6,1,Clear,sky is clear,soir
2012-08-19,307.26,308.51,304.6,308.07,2.1,1,Clear,sky is clear,midi
2012-08-19,305.96,307.76,303.37,308.85,0.51,1,Clear,sky is clear,soir
2012-08-20,300.79,301.05,295.45,302.8,1.54,90,Thunderstorm,proximity thunderstorm,midi
2012-08-20,300.08,300.68,297.34,301.92,2.1,1,Clear,sky is clear,soir
2012-08-21,301.74,302.19,300.08,303.76,1.54,1,Clear,sky is clear,midi
2012-08-21,301.19,301.38,297.47,303.29,1.5,1,Clear,sky is clear,soir
2012-08-22,295.54,295.01,294.05,300.25,1.03,1,Clear,sky is clear,midi
2012-08-22,296.05,295.47,293.88,299.14,1.03,1,Clear,sky is clear,soir
2012-08-23,296.49,296.0,294.05,300.25,0.51,1,Rain,light rain,midi
2012-08-23,296.26,295.75,293.98,298.03,2.1,90,Clouds,overcast clouds,soir
2012-08-24,296.5,296.2,293.49,299.7,3.08,90,Clouds,overcast clouds,midi
2012-08-24,291.9,291.79,288.98,294.39,3.1,75,Rain,light rain,soir
2012-08-25,295.65,295.26,293.37,298.59,2.57,75,Clouds,broken clouds,midi
2012-08-25,294.85,294.25,290.88,296.92,6.17,1,Clear,sky is clear,soir
2012-08-26,295.58,295.11,293.88,299.14,1.54,75,Clouds,broken clouds,midi
2012-08-26,294.18,293.59,291.98,295.87,2.57,1,Clear,sky is clear,soir
2012-08-27,298.83,298.34,297.25,300.11,0.51,1,Clear,sky is clear,midi
2012-08-27,299.0,298.48,297.34,300.36,3.6,1,Clear,sky is clear,soir
2012-08-28,297.8,297.44,294.39,300.27,1.54,40,Clouds,scattered clouds,midi
2012-08-28,296.98,296.41,294.48,298.18,1.03,1,Clear,sky is clear,soir
2012-08-29,298.62,298.27,296.27,299.5,2.57,1,Clear,sky is clear,midi
2012-08-29,296.73,296.42,295.34,298.03,0.51,1,Clear,sky is clear,soir
2012-08-30,294.64,294.07,292.93,298.03,1.03,40,Clouds,scattered clouds,midi
2012-08-30,291.24,290.96,289.28,294.39,0.51,75,Clouds,broken clouds,soir
2012-08-31,291.13,290.13,288.92,294.39,6.17,75,Clouds,broken clouds,midi
2012-08-31,289.53,288.5,287.88,291.36,7.2,75,Clouds,broken clouds,soir
2012-09-01,292.62,291.51,290.92,295.48,2.57,1,Clear,sky is clear,midi
2012-09-01,292.36,291.33,288.92,295.31,1.5,1,Clear,sky is clear,soir
2012-09-02,294.17,293.79,292.38,295.27,1.03,20,Clouds,few clouds,midi
2012-09-02,294.17,293.58,292.25,294.81,3.6,1,Clear,sky is clear,soir
2012-09-03,292.82,292.83,290.59,294.7,1.54,90,Clouds,overcast clouds,midi
2012-09-03,293.9,293.81,292.34,294.83,1.54,90,Clouds,overcast clouds,soir
2012-09-04,296.05,295.83,294.14,299.14,3.6,1,Clear,sky is clear,midi
2012-09-04,296.47,296.11,294.38,298.03,3.6,1,Clear,sky is clear,soir
2012-09-05,295.74,295.73,294.18,298.59,5.14,90,Clouds,overcast clouds,midi
2012-09-05,294.3,294.06,292.34,294.98,3.08,75,Clouds,broken clouds,soir
2012-09-06,294.35,293.65,292.38,296.88,2.6,1,Clear,sky is clear,midi
2012-09-06,293.33,292.58,290.98,295.31,2.06,1,Clear,sky is clear,soir
2012-09-07,296.52,295.88,294.39,298.18,1.5,1,Clear,sky is clear,midi
2012-09-07,296.69,295.99,293.92,298.7,0.51,1,Clear,sky is clear,soir
2012-09-08,300.2,299.53,298.14,302.73,0.51,1,Clear,sky is clear,midi
2012-09-08,298.89,298.28,296.28,301.98,2.1,1,Clear,sky is clear,soir
2012-09-09,302.77,301.32,300.92,304.27,2.1,1,Clear,sky is clear,midi
2012-09-09,300.0,299.3,296.38,303.14,2.57,1,Clear,sky is clear,soir
2012-09-10,296.03,295.94,294.05,297.34,1.03,90,Clouds,overcast clouds,midi
2012-09-10,297.0,296.88,294.39,298.7,3.6,75,Clouds,broken clouds,soir
2012-09-11,289.47,289.51,288.49,294.39,1.03,90,Rain,moderate rain,midi
2012-09-11,289.14,288.65,286.7,294.39,2.57,40,Clouds,scattered clouds,soir
2012-09-12,288.34,287.69,285.03,291.92,2.57,75,Rain,light rain,midi
2012-09-12,288.93,288.21,286.7,294.39,0.51,90,Clouds,overcast clouds,soir
2012-09-13,290.24,289.57,289.81,291.34,4.6,75,Clouds,broken clouds,midi
2012-09-13,289.77,288.98,287.38,290.34,3.1,75,Clouds,broken clouds,soir
2012-09-14,289.56,289.14,288.94,290.45,4.6,90,Clouds,overcast clouds,midi
2012-09-14,289.6,289.42,288.94,290.45,3.6,90,Clouds,overcast clouds,soir
2012-09-15,293.16,292.52,291.94,294.48,0.0,75,Clouds,broken clouds,midi
2012-09-15,292.09,291.45,290.3,293.28,1.5,40,Clouds,scattered clouds,soir
2012-09-16,295.34,294.84,294.6,295.98,1.5,1,Clear,sky is clear,midi
2012-09-16,293.62,293.13,291.34,294.68,2.1,1,Clear,sky is clear,soir
2012-09-17,292.54,292.23,290.34,294.38,1.0,40,Clouds,scattered clouds,midi
2012-09-17,292.4,292.08,289.48,293.98,0.5,90,Clouds,overcast clouds,soir
2012-09-18,292.28,291.76,291.16,294.7,2.6,75,Clouds,broken clouds,midi
2012-09-18,289.75,288.85,287.45,290.38,5.1,90,Clouds,overcast clouds,soir
2012-09-19,289.4,288.2,288.74,290.38,3.1,75,Clouds,broken clouds,midi
2012-09-19,287.59,286.26,284.38,288.48,4.1,1,Clear,sky is clear,soir
2012-09-20,290.64,289.52,289.7,291.34,1.0,1,Clear,sky is clear,midi
2012-09-20,288.12,286.9,285.88,289.49,2.1,1,Clear,sky is clear,soir
2012-09-21,289.95,289.1,288.83,293.03,1.0,90,Rain,light intensity shower rain,midi
2012-09-21,284.73,284.16,283.94,285.49,2.6,90,Rain,light rain,soir
2012-09-22,289.85,289.06,288.6,291.01,3.1,75,Clouds,broken clouds,midi
2012-09-22,288.5,287.53,286.98,288.98,2.1,90,Clouds,overcast clouds,soir
2012-09-23,291.99,291.65,290.49,293.38,3.1,75,Clouds,broken clouds,midi
2012-09-23,295.17,295.2,292.45,296.16,1.5,75,Clouds,broken clouds,soir
2012-09-24,289.47,288.91,288.94,291.36,7.7,90,Clouds,overcast clouds,midi
2012-09-24,290.32,289.71,288.88,291.16,6.7,75,Clouds,broken clouds,soir
2012-09-25,288.62,288.1,287.88,290.81,6.2,75,Clouds,broken clouds,midi
2012-09-25,287.44,286.86,286.36,288.49,4.1,75,Rain,light rain,soir
2012-09-26,288.99,288.51,287.38,292.47,5.1,75,Clouds,broken clouds,midi
2012-09-26,286.23,285.92,285.56,287.45,4.1,90,Rain,moderate rain,soir
2012-09-27,288.12,287.76,287.16,289.08,3.1,75,Rain,light intensity shower rain,midi
2012-09-27,286.52,285.95,285.08,288.01,1.5,1,Rain,light rain,soir
2012-09-28,290.83,290.22,288.98,292.83,2.6,75,Clouds,broken clouds,midi
2012-09-28,286.88,286.08,285.0,288.28,1.5,1,Clear,sky is clear,soir
2012-09-29,289.67,289.0,288.76,293.59,2.6,90,Clouds,overcast clouds,midi
2012-09-29,287.17,286.25,284.45,288.41,3.6,1,Clear,sky is clear,soir
2012-09-30,289.63,288.64,289.16,290.49,1.0,1,Clear,sky is clear,midi
2012-09-30,287.12,286.03,284.28,289.16,1.5,1,Clear,sky is clear,soir
2012-10-01,291.71,291.03,290.9,292.83,3.1,1,Clear,sky is clear,midi
2012-10-01,289.53,288.84,287.45,290.49,2.6,90,Clouds,overcast clouds,soir
2012-10-02,291.84,291.15,289.9,293.59,5.1,20,Clouds,few clouds,midi
2012-10-02,289.26,288.6,288.0,290.49,3.1,40,Clouds,scattered clouds,soir
2012-10-03,290.26,289.93,286.38,291.38,3.6,90,Rain,light rain,midi
2012-10-03,288.18,288.06,287.34,288.59,3.6,75,Rain,light rain,soir
2012-10-04,289.77,289.03,288.16,293.59,5.1,75,Clouds,broken clouds,midi
2012-10-04,287.19,286.4,283.34,287.98,1.5,75,Clouds,broken clouds,soir
2012-10-05,294.04,293.91,292.08,295.25,4.6,75,Rain,light rain,midi
2012-10-05,291.83,291.74,290.81,292.49,3.1,75,Clouds,broken clouds,soir
2012-10-06,290.85,290.74,289.34,291.83,2.6,75,Rain,light rain,midi
2012-10-06,288.62,288.62,287.98,289.24,3.1,90,Rain,light rain,soir
2012-10-07,288.69,287.79,287.45,291.92,2.6,1,Clear,sky is clear,midi
2012-10-07,286.4,285.5,284.18,287.34,3.1,90,Clouds,overcast clouds,soir
2012-10-08,286.55,286.48,285.34,287.83,2.1,90,Drizzle,light intensity drizzle,midi
2012-10-08,286.55,286.48,285.34,287.83,2.1,90,Rain,light rain,midi
2012-10-08,290.25,290.47,288.34,290.94,2.1,90,Mist,mist,soir
2012-10-08,290.25,290.47,288.34,290.94,2.1,90,Rain,light rain,soir
2012-10-09,288.37,288.25,286.34,289.14,1.5,90,Clouds,overcast clouds,midi
2012-10-09,287.21,287.0,285.88,287.94,2.6,90,Mist,mist,soir
2012-10-10,286.84,286.64,285.45,287.78,1.5,90,Rain,light rain,midi
2012-10-10,286.84,286.64,285.45,287.78,1.5,90,Drizzle,light intensity drizzle rain,midi
2012-10-10,286.98,286.79,286.45,287.49,1.5,90,Mist,mist,soir
2012-10-11,289.42,289.58,288.94,289.83,2.1,90,Rain,moderate rain,midi
2012-10-11,289.86,290.01,289.14,290.49,3.6,75,Rain,moderate rain,soir
2012-10-12,288.36,287.09,287.38,290.81,5.1,40,Clouds,scattered clouds,midi
2012-10-12,284.82,283.79,281.88,287.98,2.1,1,Clear,sky is clear,soir
2012-10-13,283.58,283.0,281.98,284.4,2.1,90,Rain,moderate rain,midi
2012-10-13,283.07,281.51,280.98,283.94,3.1,75,Rain,light rain,soir
2012-10-14,282.24,279.99,281.34,282.83,4.1,75,Rain,moderate rain,midi
2012-10-14,281.06,279.42,280.1,281.61,2.6,90,Rain,light rain,soir
2012-10-15,286.4,285.61,285.34,288.59,4.1,75,Clouds,broken clouds,midi
2012-10-15,284.12,283.18,282.38,285.49,3.6,1,Clear,sky is clear,soir
2012-10-16,287.7,286.93,286.9,289.7,4.6,40,Clouds,scattered clouds,midi
2012-10-16,284.86,283.99,282.45,285.94,2.1,1,Clear,sky is clear,soir
2012-10-17,287.11,286.94,286.34,288.03,3.1,75,Drizzle,light intensity drizzle,midi
2012-10-17,287.11,286.94,286.34,288.03,3.1,75,Rain,light rain,midi
2012-10-17,288.44,288.06,287.08,288.96,2.6,75,Rain,light rain,soir
2012-10-18,292.66,292.49,291.08,294.14,2.1,75,Clouds,broken clouds,midi
2012-10-18,289.72,289.89,288.45,291.38,1.5,75,Rain,moderate rain,soir
2012-10-18,289.72,289.89,288.45,291.38,1.5,75,Mist,mist,soir
2012-10-19,291.06,290.81,290.28,291.8,3.1,90,Clouds,overcast clouds,midi
2012-10-19,289.37,289.35,288.34,290.2,1.0,75,Rain,light rain,soir
2012-10-20,288.12,288.1,287.34,288.49,2.1,75,Rain,light rain,midi
2012-10-20,288.14,288.2,287.34,288.5,3.1,90,Mist,mist,soir
2012-10-20,288.14,288.2,287.34,288.5,3.1,90,Rain,light rain,soir
2012-10-21,293.1,293.19,290.08,295.81,0.0,90,Clouds,overcast clouds,midi
2012-10-21,292.24,292.45,289.34,293.49,1.5,1,Mist,mist,soir
2012-10-22,296.01,296.07,294.34,297.47,1.0,1,Clear,sky is clear,midi
2012-10-22,292.05,292.14,290.08,293.91,1.5,1,Clear,sky is clear,soir
2012-10-23,290.53,290.36,288.3,292.47,2.6,75,Mist,mist,midi
2012-10-23,289.17,288.81,286.0,290.49,2.6,1,Clear,sky is clear,soir
2012-10-24,285.16,284.61,283.34,286.36,2.6,90,Clouds,overcast clouds,midi
2012-10-24,282.94,282.02,281.18,283.83,2.1,1,Clear,sky is clear,soir
2012-10-25,288.3,287.75,285.9,289.16,2.6,1,Clear,sky is clear,midi
2012-10-25,285.2,284.81,283.58,285.81,2.1,90,Mist,mist,soir
2012-10-26,284.16,283.51,282.98,285.38,5.7,90,Clouds,overcast clouds,midi
2012-10-26,280.85,277.23,279.28,281.6,6.7,90,Clouds,overcast clouds,soir
2012-10-27,281.23,278.3,280.38,282.16,5.1,75,Rain,light rain,midi
2012-10-27,277.43,273.79,275.34,278.34,4.6,20,Clouds,few clouds,soir
2012-10-28,282.08,280.64,281.49,283.03,2.6,40,Clouds,scattered clouds,midi
2012-10-28,280.4,279.66,277.4,281.81,1.5,90,Clouds,overcast clouds,soir
2012-10-29,283.58,282.48,282.76,285.25,3.6,90,Clouds,overcast clouds,midi
2012-10-29,282.38,281.92,281.36,283.49,1.5,90,Clouds,overcast clouds,soir
2012-10-30,284.73,283.8,282.28,288.03,2.1,90,Clouds,overcast clouds,midi
2012-10-30,282.25,281.77,279.38,283.03,1.5,75,Clouds,broken clouds,soir
2012-10-31,284.33,282.99,283.59,285.08,3.6,1,Clear,sky is clear,midi
2012-10-31,282.48,281.11,280.34,283.49,2.6,1,Clear,sky is clear,soir
2012-11-01,283.06,281.5,280.16,285.81,3.1,75,Thunderstorm,thunderstorm,midi
2012-11-01,281.14,278.89,280.1,282.16,3.6,40,Clouds,scattered clouds,soir
2012-11-02,281.74,279.62,280.98,282.16,3.6,90,Rain,light rain,midi
2012-11-02,280.72,278.68,279.14,281.38,3.1,1,Clear,sky is clear,soir
2012-11-03,284.75,283.85,283.34,286.36,4.1,75,Clouds,broken clouds,midi
2012-11-03,281.85,280.74,279.08,282.49,2.1,1,Clear,sky is clear,soir
2012-11-04,284.21,283.33,282.98,285.81,5.1,75,Rain,light rain,midi
2012-11-04,281.97,280.88,278.8,283.49,2.1,75,Clouds,broken clouds,soir
2012-11-05,283.74,282.79,282.58,284.3,5.1,90,Clouds,overcast clouds,midi
2012-11-05,280.37,280.37,278.38,281.16,1.0,75,Rain,light rain,soir
2012-11-06,283.33,282.26,282.38,284.14,2.1,40,Clouds,scattered clouds,midi
2012-11-06,279.92,278.07,278.3,281.49,2.6,40,Clouds,scattered clouds,soir
2012-11-07,284.71,283.91,283.34,286.36,1.0,90,Clouds,overcast clouds,midi
2012-11-07,283.69,282.76,282.94,284.49,1.5,90,Clouds,overcast clouds,soir
2012-11-08,283.43,282.32,282.49,284.7,2.1,90,Clouds,overcast clouds,midi
2012-11-08,280.04,280.04,278.68,281.58,1.0,1,Clear,sky is clear,soir
2012-11-09,278.98,276.58,278.28,280.58,3.1,75,Mist,mist,midi
2012-11-09,281.58,281.01,280.94,282.16,1.5,90,Mist,mist,soir
2012-11-09,281.58,281.01,280.94,282.16,1.5,90,Rain,light rain,soir
2012-11-10,285.94,285.55,285.34,286.92,4.1,90,Rain,light rain,midi
2012-11-10,282.66,281.01,281.83,283.68,3.1,75,Rain,light rain,soir
2012-11-11,281.57,281.0,279.88,282.78,1.5,90,Clouds,overcast clouds,midi
2012-11-11,279.81,278.36,278.4,280.51,2.1,40,Clouds,scattered clouds,soir
2012-11-12,279.3,276.97,278.34,280.25,3.1,90,Mist,mist,midi
2012-11-12,280.53,279.2,279.94,281.16,2.1,90,Clouds,overcast clouds,soir
2012-11-13,281.32,280.71,280.34,282.78,1.5,90,Clouds,overcast clouds,midi
2012-11-13,281.16,279.54,279.38,281.49,2.6,90,Clouds,overcast clouds,soir
2012-11-14,277.21,275.32,276.34,277.71,2.1,90,Fog,fog,midi
2012-11-14,277.92,276.83,277.4,278.78,1.5,90,Mist,mist,soir
2012-11-15,278.97,278.03,277.8,279.51,1.5,90,Clouds,overcast clouds,midi
2012-11-15,277.75,275.95,275.45,278.61,2.1,90,Mist,mist,soir
2012-11-16,276.96,274.55,276.18,277.7,2.6,90,Mist,mist,midi
2012-11-16,277.33,276.16,275.68,277.83,1.5,90,Mist,mist,soir
2012-11-17,281.98,281.98,281.34,283.03,1.0,90,Mist,mist,midi
2012-11-17,283.21,282.73,281.6,283.71,1.0,90,Mist,mist,soir
2012-11-17,283.21,282.73,281.6,283.71,1.0,90,Rain,light rain,soir
2012-11-18,282.4,281.39,282.08,282.94,2.1,90,Rain,light rain,midi
2012-11-18,281.97,280.18,279.34,282.47,3.1,90,Clouds,overcast clouds,soir
2012-11-19,284.65,284.18,283.34,287.47,2.6,90,Mist,mist,midi
2012-11-19,285.08,284.63,284.34,285.54,2.6,90,Clouds,overcast clouds,soir
2012-11-20,284.04,283.3,282.38,285.25,2.6,1,Clear,sky is clear,midi
2012-11-20,282.52,280.85,281.34,283.45,3.1,90,Clouds,overcast clouds,soir
2012-11-21,283.22,282.68,281.28,283.94,4.1,90,Rain,light rain,midi
2012-11-21,282.57,281.58,280.45,283.81,2.1,75,Clouds,broken clouds,soir
2012-11-22,280.41,278.0,279.88,283.78,3.6,90,Fog,fog,midi
2012-11-22,280.55,277.67,279.2,281.01,4.6,90,Clouds,overcast clouds,soir
2012-11-23,282.98,281.4,282.08,283.4,3.1,90,Rain,light rain,midi
2012-11-23,283.38,282.78,282.34,283.94,3.1,90,Rain,light rain,soir
2012-11-24,283.0,282.63,282.18,283.49,1.5,90,Clouds,overcast clouds,midi
2012-11-24,283.47,282.72,281.92,284.16,2.1,75,Clouds,broken clouds,soir
2012-11-25,284.64,283.54,283.38,285.49,5.1,1,Clear,sky is clear,midi
2012-11-25,282.29,280.89,280.38,283.16,2.6,1,Clear,sky is clear,soir
2012-11-26,285.4,284.51,284.36,286.36,6.7,75,Clouds,broken clouds,midi
2012-11-26,283.29,282.11,281.38,284.16,3.1,90,Clouds,overcast clouds,soir
2012-11-27,280.83,279.15,279.94,281.92,2.6,90,Rain,light rain,midi
2012-11-27,280.12,280.12,279.45,280.49,1.0,90,Rain,light rain,soir
2012-11-28,280.8,277.98,280.16,281.45,4.6,90,Clouds,overcast clouds,midi
2012-11-28,279.9,276.63,278.88,280.61,5.1,90,Clouds,overcast clouds,soir
2012-11-29,279.66,276.56,279.08,280.04,4.6,40,Clouds,scattered clouds,midi
2012-11-29,278.18,274.99,276.28,279.34,4.1,75,Clouds,broken clouds,soir
2012-11-30,276.91,276.91,275.34,277.9,0.0,90,Mist,mist,midi
2012-11-30,275.64,275.64,273.34,277.11,1.0,90,Mist,mist,soir
2012-12-01,277.66,276.54,274.78,278.81,1.5,20,Clouds,few clouds,midi
2012-12-01,275.54,272.87,274.34,276.38,2.6,90,Mist,mist,soir
2012-12-02,278.73,275.17,277.88,283.03,5.1,20,Clouds,few clouds,midi
2012-12-02,274.3,274.3,272.34,276.41,1.0,1,Clear,sky is clear,soir
2012-12-03,282.99,281.41,282.18,283.8,3.1,90,Rain,light rain,midi
2012-12-03,281.29,280.68,280.1,282.01,1.5,90,Rain,light rain,soir
2012-12-04,279.98,276.96,279.2,280.68,4.6,75,Rain,light intensity shower rain,midi
2012-12-04,278.02,274.28,276.45,279.16,5.1,90,Rain,light rain,soir
2012-12-05,277.72,276.61,276.38,278.59,1.5,90,Rain,light rain,midi
2012-12-05,276.13,272.47,275.38,276.61,4.1,75,Rain,light rain,soir
2012-12-06,276.91,274.97,275.48,279.14,2.1,75,Clouds,broken clouds,midi
2012-12-06,275.42,272.72,273.78,276.16,2.6,90,Clouds,overcast clouds,soir
2012-12-07,275.28,272.56,274.5,276.36,2.6,90,Rain,light rain,midi
2012-12-07,278.34,274.41,275.34,279.21,5.7,75,Rain,light rain,soir
2012-12-08,276.82,273.63,276.34,277.45,3.6,90,Clouds,overcast clouds,midi
2012-12-08,273.88,272.23,272.08,274.66,1.5,90,Clouds,overcast clouds,soir
2012-12-09,278.99,276.27,277.2,279.64,3.6,90,Clouds,overcast clouds,midi
2012-12-09,279.59,276.47,278.38,280.48,4.6,90,Rain,light rain,soir
2012-12-10,279.1,276.12,278.34,279.7,4.1,90,Clouds,overcast clouds,midi
2012-12-10,278.1,274.62,277.34,278.81,4.6,90,Clouds,overcast clouds,soir
2012-12-11,276.65,272.82,275.34,277.47,4.6,75,Clouds,broken clouds,midi
2012-12-11,273.58,270.54,270.34,274.94,2.6,40,Clouds,scattered clouds,soir
2012-12-12,274.42,271.53,272.45,275.11,2.6,1,Clear,sky is clear,midi
2012-12-12,271.67,267.78,269.34,272.71,3.1,1,Clear,sky is clear,soir
2012-12-13,274.37,270.64,273.66,275.49,3.6,90,Drizzle,light intensity drizzle,midi
2012-12-13,274.37,270.64,273.66,275.49,3.6,90,Rain,light rain,midi
2012-12-13,277.05,275.13,275.45,277.51,2.1,90,Drizzle,drizzle,soir
2012-12-14,282.45,279.28,281.34,282.96,6.7,90,Rain,moderate rain,midi
2012-12-14,284.33,283.75,283.83,284.7,7.2,90,Rain,light rain,soir
2012-12-15,283.44,282.64,282.94,283.83,3.6,90,Clouds,overcast clouds,midi
2012-12-15,282.94,280.23,282.34,283.38,5.7,75,Rain,moderate rain,soir
2012-12-16,283.65,282.69,282.88,284.7,3.1,90,Clouds,overcast clouds,midi
2012-12-16,282.25,280.52,281.38,283.16,3.1,90,Rain,light rain,soir
2012-12-17,283.13,280.47,282.28,283.59,5.7,75,Rain,light rain,midi
2012-12-17,279.0,276.98,277.47,280.34,2.6,20,Rain,light rain,soir
2012-12-18,281.65,280.12,280.98,282.01,2.6,75,Rain,light rain,midi
2012-12-18,280.78,278.75,279.34,281.71,3.1,90,Clouds,overcast clouds,soir
2012-12-19,280.37,277.95,279.76,281.16,3.6,90,Clouds,overcast clouds,midi
2012-12-19,279.69,277.13,279.28,280.38,3.6,90,Rain,light rain,soir
2012-12-20,279.99,276.74,279.08,280.83,5.1,90,Rain,light rain,midi
2012-12-20,282.74,280.84,282.08,283.24,3.6,90,Clouds,overcast clouds,soir
2012-12-21,282.34,281.88,281.34,283.59,1.5,90,Clouds,overcast clouds,midi
2012-12-21,280.46,279.73,279.34,281.49,1.5,1,Clear,sky is clear,soir
2012-12-22,281.55,279.14,280.34,282.45,4.1,90,Rain,moderate rain,midi
2012-12-22,286.88,286.71,286.18,287.4,4.6,90,Rain,light rain,soir
2012-12-23,286.86,286.38,286.34,287.45,5.1,90,Clouds,overcast clouds,midi
2012-12-23,286.62,286.16,285.81,287.78,3.6,90,Clouds,overcast clouds,soir
2012-12-24,285.76,284.85,284.45,286.38,4.1,40,Clouds,scattered clouds,midi
2012-12-24,285.31,284.54,284.83,285.8,5.1,1,Clear,sky is clear,soir
2012-12-25,284.73,283.82,284.3,285.45,6.2,90,Clouds,overcast clouds,midi
2012-12-25,283.66,282.72,282.45,284.16,4.6,75,Clouds,broken clouds,soir
2012-12-26,283.36,282.37,282.34,283.83,4.1,75,Clouds,broken clouds,midi
2012-12-26,283.9,283.07,283.3,284.49,5.7,90,Rain,light rain,soir
2012-12-27,282.93,280.43,282.28,283.34,5.1,75,Rain,light rain,midi
2012-12-27,282.11,278.55,281.45,282.81,7.7,75,Clouds,broken clouds,soir
2012-12-28,282.16,280.41,281.34,282.8,3.1,90,Mist,mist,midi
2012-12-28,284.64,284.17,283.34,285.16,3.1,90,Clouds,overcast clouds,soir
2012-12-29,286.08,285.07,284.34,286.92,5.7,1,Clear,sky is clear,midi
2012-12-29,284.38,283.46,283.2,285.49,6.7,90,Rain,light rain,soir
2012-12-30,283.01,281.17,282.34,284.14,3.6,75,Clouds,broken clouds,midi
2012-12-30,282.71,280.81,281.45,283.49,3.6,90,Clouds,overcast clouds,soir
2012-12-31,282.92,280.2,282.34,283.34,5.7,90,Clouds,overcast clouds,midi
2012-12-31,283.61,282.54,282.38,284.34,5.1,90,Clouds,overcast clouds,soir
2013-01-01,281.86,280.37,280.83,282.58,2.6,1,Clear,sky is clear,midi
2013-01-01,279.22,277.24,277.3,280.16,2.6,75,Rain,light rain,soir
2013-01-02,280.97,280.31,280.18,281.41,1.5,90,Clouds,overcast clouds,midi
2013-01-02,280.84,279.56,279.38,281.49,2.1,90,Clouds,overcast clouds,soir
2013-01-03,283.56,283.14,282.38,284.01,2.6,90,Mist,mist,midi
2013-01-03,283.56,283.14,282.38,284.01,2.6,90,Rain,light rain,midi
2013-01-03,283.54,283.09,282.9,284.01,1.0,90,Mist,mist,soir
2013-01-04,282.75,281.79,282.34,283.16,2.1,90,Drizzle,light intensity drizzle,midi
2013-01-04,282.32,281.29,281.83,283.01,2.1,90,Mist,mist,soir
2013-01-05,282.35,282.35,281.83,283.03,1.0,90,Clouds,overcast clouds,midi
2013-01-05,281.3,280.69,280.7,281.78,1.5,90,Mist,mist,soir
2013-01-06,280.92,280.92,280.3,281.49,1.0,90,Clouds,overcast clouds,midi
2013-01-06,280.81,279.53,280.18,281.41,2.1,90,Clouds,overcast clouds,soir
2013-01-07,281.04,279.8,280.08,282.47,2.1,90,Clouds,overcast clouds,midi
2013-01-07,280.24,280.24,278.2,280.71,1.0,90,Clouds,overcast clouds,soir
2013-01-08,277.32,276.15,276.66,278.01,1.5,90,Clouds,overcast clouds,midi
2013-01-08,277.44,275.12,276.34,278.49,2.6,90,Mist,mist,soir
2013-01-09,278.24,276.52,277.4,278.87,2.1,90,Clouds,overcast clouds,midi
2013-01-09,278.38,276.69,277.3,279.16,2.1,90,Rain,light rain,soir
2013-01-09,278.38,276.69,277.3,279.16,2.1,90,Drizzle,light intensity drizzle rain,soir
2013-01-10,280.5,279.78,279.98,280.94,1.5,90,Rain,light rain,midi
2013-01-10,281.51,280.93,280.34,282.11,1.5,90,Mist,mist,soir
2013-01-10,281.51,280.93,280.34,282.11,1.5,90,Rain,light rain,soir
2013-01-11,279.15,278.24,278.38,279.83,1.5,90,Clouds,overcast clouds,midi
2013-01-11,278.15,276.42,277.34,278.78,2.1,75,Clouds,broken clouds,soir
2013-01-12,277.92,275.69,277.34,278.49,2.6,90,Rain,light rain,midi
2013-01-12,278.4,276.71,277.58,278.83,2.1,90,Clouds,overcast clouds,soir
2013-01-13,277.25,274.9,275.68,277.94,2.6,90,Clouds,overcast clouds,midi
2013-01-13,275.25,270.81,273.48,276.38,5.1,90,Rain,moderate rain,soir
2013-01-14,274.05,272.42,272.38,274.94,1.5,90,Clouds,overcast clouds,midi
2013-01-14,273.98,269.22,273.1,274.34,5.1,90,Snow,light rain and snow,soir
2013-01-15,275.36,270.64,273.34,276.11,5.7,90,Rain,light rain,midi
2013-01-15,274.51,272.16,273.18,275.71,2.1,75,Clouds,broken clouds,soir
