date,temp,feels_like,temp_min,temp_max,wind_speed,clouds_all,weather_main,weather_description,service
2010-01-01,274.06,269.32,273.48,274.45,5.1,75,Clouds,broken clouds,midi
2010-01-01,273.49,269.57,272.58,274.51,3.6,1,Clear,sky is clear,soir
2010-01-02,275.54,271.74,274.9,276.04,4.1,40,Clouds,scattered clouds,midi
2010-01-02,273.96,272.32,272.45,274.81,1.5,1,Clear,sky is clear,soir
2010-01-03,277.12,275.92,275.88,278.47,1.5,20,Clouds,few clouds,midi
2010-01-03,273.4,268.78,271.45,274.01,4.6,90,Clouds,overcast clouds,soir
2010-01-04,270.44,266.81,269.38,271.07,2.6,1,Clear,sky is clear,midi
2010-01-04,270.15,265.95,268.48,270.71,3.1,0,Clear,sky is clear,soir
2010-01-05,272.6,272.6,272.28,272.8,1.0,40,Clouds,scattered clouds,midi
2010-01-05,271.12,269.08,270.14,271.71,1.5,40,Clouds,scattered clouds,soir
2010-01-06,270.34,266.18,269.88,270.61,3.1,75,Snow,heavy snow,midi
2010-01-06,270.68,267.09,270.28,270.91,2.6,75,Mist,mist,soir
2010-01-07,270.14,265.94,269.37,270.91,3.1,40,Snow,heavy snow,midi
2010-01-07,268.87,268.87,264.67,270.81,1.0,1,Fog,fog,soir
2010-01-08,270.28,264.91,268.38,271.45,4.6,75,Mist,mist,midi
2010-01-08,270.43,263.88,269.7,270.81,6.7,75,Mist,mist,soir
2010-01-09,271.26,265.2,270.45,271.71,6.2,90,Snow,heavy snow,midi
2010-01-09,271.73,265.79,271.45,271.84,6.2,75,Clouds,broken clouds,soir
2010-01-10,272.73,270.08,272.45,273.11,2.1,75,Mist,mist,midi
2010-01-10,272.52,272.52,271.45,273.01,1.0,75,Mist,mist,soir
2010-01-11,273.8,273.8,273.36,274.4,1.0,75,Mist,mist,midi
2010-01-11,273.2,270.63,272.45,273.54,2.1,75,Mist,mist,soir
2010-01-12,273.57,270.07,272.98,273.91,3.1,40,Clouds,scattered clouds,midi
2010-01-12,273.53,269.27,273.26,273.81,4.1,90,Clouds,overcast clouds,soir
2010-01-13,276.35,273.06,275.45,276.97,3.6,90,Rain,very heavy rain,midi
2010-01-13,276.35,273.06,275.45,276.97,3.6,90,Mist,mist,midi
2010-01-13,276.1,274.02,275.0,276.74,2.1,90,Fog,fog,soir
2010-01-14,277.59,275.76,276.4,278.01,2.1,75,Clouds,broken clouds,midi
2010-01-14,276.44,275.15,274.08,278.01,1.5,40,Clouds,scattered clouds,soir
2010-01-15,276.47,273.97,275.48,276.64,2.6,90,Clouds,overcast clouds,midi
2010-01-15,276.08,273.51,275.45,276.51,2.6,90,Clouds,overcast clouds,soir
2010-01-16,276.84,274.01,275.78,277.45,3.1,75,Rain,light rain,midi
2010-01-16,279.17,276.21,278.68,279.45,4.1,90,Rain,light rain,soir
2010-01-17,281.92,279.59,281.18,282.21,4.1,40,Clouds,scattered clouds,midi
2010-01-17,279.96,279.16,277.8,280.31,1.5,1,Clear,sky is clear,soir
2010-01-18,277.94,277.94,276.88,278.41,0.0,90,Fog,fog,midi
2010-01-18,277.57,275.74,276.68,277.9,2.1,90,Fog,fog,soir
2010-01-19,274.8,272.5,274.18,275.21,2.1,75,Fog,fog,midi
2010-01-19,274.95,272.68,274.3,275.41,2.1,90,Clouds,overcast clouds,soir
2010-01-20,274.67,274.67,274.2,275.04,1.0,75,Rain,light rain,midi
2010-01-20,274.67,274.67,274.2,275.04,1.0,75,Mist,mist,midi
2010-01-20,278.62,276.52,276.28,279.7,2.6,40,Drizzle,light intensity drizzle,soir
2010-01-21,278.35,277.32,277.58,278.8,1.5,75,Clouds,broken clouds,midi
2010-01-21,277.86,276.77,276.45,279.41,1.5,75,Clouds,broken clouds,soir
2010-01-22,280.79,278.76,280.16,281.48,3.1,75,Clouds,broken clouds,midi
2010-01-22,280.14,277.67,279.18,280.45,3.6,0,Clear,sky is clear,soir
2010-01-23,277.44,277.44,276.68,277.8,1.0,75,Rain,light rain,midi
2010-01-23,277.53,276.39,276.58,277.91,1.5,75,Mist,mist,soir
2010-01-24,278.44,276.31,277.48,279.45,2.6,75,Rain,light rain,midi
2010-01-24,278.72,275.15,278.08,278.87,5.1,75,Clouds,broken clouds,soir
2010-01-25,278.7,276.62,278.2,279.45,2.6,40,Clouds,scattered clouds,midi
2010-01-25,277.81,274.53,276.45,278.31,4.1,75,Clouds,broken clouds,soir
2010-01-26,272.93,268.2,272.58,273.01,4.6,90,Mist,mist,midi
2010-01-26,271.84,266.54,270.78,272.41,5.1,75,Mist,mist,soir
2010-01-27,273.12,273.12,272.38,273.61,0.0,40,Clouds,scattered clouds,midi
2010-01-27,273.73,270.72,273.07,274.31,2.6,75,Clouds,broken clouds,soir
2010-01-28,279.06,276.68,278.38,279.51,3.1,75,Clouds,broken clouds,midi
2010-01-28,277.64,274.97,275.45,278.41,3.1,75,Clouds,broken clouds,soir
2010-01-29,278.46,275.96,277.68,278.7,3.1,90,Rain,light rain,midi
2010-01-29,277.74,273.65,276.45,278.31,5.7,75,Rain,light rain,soir
2010-01-30,275.38,270.97,274.38,275.77,5.1,75,Rain,heavy intensity rain,midi
2010-01-30,273.35,271.62,272.47,273.74,1.5,1,Clear,sky is clear,soir
2010-01-31,277.08,275.17,276.38,277.77,2.1,40,Clouds,scattered clouds,midi
2010-01-31,274.75,271.49,273.45,275.38,3.1,1,Clear,sky is clear,soir
2010-02-01,276.44,273.93,275.7,276.67,2.6,40,Rain,heavy intensity rain,midi
2010-02-01,275.91,273.8,273.58,277.21,2.1,75,Clouds,broken clouds,soir
2010-02-02,277.49,273.34,276.8,278.24,5.7,75,Rain,light rain,midi
2010-02-02,279.82,276.28,279.2,280.45,5.7,90,Drizzle,light intensity drizzle rain,soir
2010-02-02,279.82,276.28,279.2,280.45,5.7,90,Rain,light rain,soir
2010-02-03,282.92,280.2,282.45,283.31,5.7,40,Clouds,scattered clouds,midi
2010-02-03,281.89,280.09,281.2,282.44,3.1,75,Clouds,broken clouds,soir
2010-02-04,281.68,280.54,281.36,281.91,2.1,75,Clouds,broken clouds,midi
2010-02-04,280.16,278.35,279.45,280.71,2.6,1,Clear,sky is clear,soir
2010-02-05,283.29,282.32,282.3,283.61,4.1,75,Clouds,broken clouds,midi
2010-02-05,281.3,280.1,280.4,281.91,2.1,20,Clouds,few clouds,soir
2010-02-06,280.8,279.52,278.58,282.5,2.1,75,Rain,moderate rain,midi
2010-02-06,279.39,276.48,279.1,279.81,4.1,75,Drizzle,light intensity drizzle,soir
2010-02-07,278.82,276.76,278.08,279.41,2.6,75,Clouds,broken clouds,midi
2010-02-07,277.42,275.1,276.88,277.46,2.6,75,Clouds,broken clouds,soir
2010-02-08,276.71,274.73,276.04,277.21,2.1,75,Rain,light rain,midi
2010-02-08,276.71,274.73,276.04,277.21,2.1,75,Drizzle,light intensity drizzle,midi
2010-02-08,276.71,274.73,276.04,277.21,2.1,75,Mist,mist,midi
2010-02-08,276.14,272.48,274.88,276.81,4.1,75,Drizzle,light intensity drizzle,soir
2010-02-09,272.28,267.09,271.45,272.9,5.1,90,Snow,heavy snow,midi
2010-02-09,270.8,265.23,270.48,271.5,5.1,75,Mist,mist,soir
2010-02-10,275.39,272.26,274.45,276.17,3.1,40,Rain,heavy intensity rain,midi
2010-02-10,270.63,264.39,269.45,271.01,6.2,40,Clouds,scattered clouds,soir
2010-02-11,271.26,265.46,270.8,271.61,5.7,75,Snow,light snow,midi
2010-02-11,271.83,265.23,271.4,272.21,7.7,75,Clouds,broken clouds,soir
2010-02-12,271.33,266.21,271.08,271.68,4.6,40,Clouds,scattered clouds,midi
2010-02-12,272.05,267.11,271.28,272.41,4.6,75,Clouds,broken clouds,soir
2010-02-13,270.75,267.17,270.46,271.11,2.6,90,Clouds,overcast clouds,midi
2010-02-13,270.83,265.59,270.5,271.11,4.6,75,Clouds,broken clouds,soir
2010-02-14,274.42,272.06,273.45,275.2,2.1,20,Rain,heavy intensity rain,midi
2010-02-14,273.88,271.43,272.1,274.71,2.1,75,Clouds,broken clouds,soir
2010-02-15,275.21,271.67,274.45,275.81,3.6,75,Clouds,broken clouds,midi
2010-02-15,274.24,270.87,273.48,274.74,3.1,75,Clouds,broken clouds,soir
2010-02-16,275.76,272.71,274.5,276.6,3.1,1,Clear,sky is clear,midi
2010-02-16,274.48,271.61,273.08,275.01,2.6,0,Clear,sky is clear,soir
2010-02-17,276.58,274.58,275.38,277.11,2.1,75,Drizzle,light intensity drizzle,midi
2010-02-17,277.44,276.29,276.0,277.91,1.5,75,Fog,fog,soir
2010-02-18,280.56,278.49,279.68,281.14,3.1,40,Clouds,scattered clouds,midi
2010-02-18,279.77,277.89,278.9,280.64,2.6,1,Rain,light rain,soir
2010-02-19,279.49,276.6,278.58,280.27,4.1,75,Clouds,broken clouds,midi
2010-02-19,277.47,275.62,276.2,278.0,2.1,0,Clear,sky is clear,soir
2010-02-20,277.9,275.28,275.76,280.18,3.1,40,Clouds,scattered clouds,midi
2010-02-20,276.74,274.29,275.96,277.54,2.6,20,Clouds,few clouds,soir
2010-02-21,277.56,273.95,277.0,278.04,4.6,75,Clouds,broken clouds,midi
2010-02-21,280.0,279.21,277.45,280.96,1.5,1,Clear,sky is clear,soir
2010-02-22,284.7,283.69,284.1,285.08,6.7,75,Clouds,broken clouds,midi
2010-02-22,284.56,283.9,283.87,285.9,5.1,75,Rain,light rain,soir
2010-02-23,285.49,284.82,283.88,286.07,4.6,40,Rain,light intensity shower rain,midi
2010-02-23,284.76,283.99,283.3,285.48,5.7,40,Clouds,scattered clouds,soir
2010-02-24,283.51,282.66,282.58,284.45,3.6,75,Rain,light rain,midi
2010-02-24,282.94,280.44,282.5,283.45,5.1,75,Rain,light rain,soir
2010-02-25,281.93,279.61,281.45,282.24,4.1,75,Rain,light rain,midi
2010-02-25,285.09,284.56,284.58,285.47,3.1,75,Clouds,broken clouds,soir
2010-02-26,281.64,278.58,280.45,282.5,5.7,40,Rain,light rain,midi
2010-02-26,281.45,279.27,280.45,282.01,3.6,0,Clear,sky is clear,soir
2010-02-27,285.73,284.32,284.98,286.3,5.1,75,Clouds,broken clouds,midi
2010-02-27,282.92,281.33,282.2,283.61,3.1,75,Rain,light rain,soir
2010-02-28,281.25,276.67,280.45,281.71,10.8,75,Rain,light rain,midi
2010-02-28,280.69,277.62,280.16,281.11,5.1,20,Clouds,few clouds,soir
2010-03-01,283.15,283.15,282.26,283.98,0.5,20,Clouds,few clouds,midi
2010-03-01,281.48,281.48,280.28,281.78,1.0,0,Clear,sky is clear,soir
2010-03-02,283.53,282.06,282.58,284.2,3.6,20,Clouds,few clouds,midi
2010-03-02,281.56,279.4,279.45,282.31,3.6,0,Mist,mist,soir
2010-03-03,281.75,278.38,279.98,282.31,6.7,75,Clouds,broken clouds,midi
2010-03-03,280.44,277.07,279.45,280.81,5.7,0,Clear,sky is clear,soir
2010-03-04,280.47,276.74,280.04,280.9,6.7,0,Clear,sky is clear,midi
2010-03-04,278.32,273.99,276.88,278.81,6.7,1,Clear,sky is clear,soir
2010-03-05,277.98,275.04,277.45,278.7,3.6,40,Clouds,scattered clouds,midi
2010-03-05,276.95,274.54,275.68,277.61,2.6,40,Clouds,scattered clouds,soir
2010-03-06,278.99,275.23,277.98,279.47,5.7,20,Clouds,few clouds,midi
2010-03-06,276.59,272.75,275.88,276.81,4.6,75,Clouds,broken clouds,soir
2010-03-07,275.37,269.82,275.06,275.64,7.7,1,Clear,sky is clear,midi
2010-03-07,275.71,270.45,274.28,276.31,7.2,0,Clear,sky is clear,soir
2010-03-08,277.74,272.89,277.2,278.07,7.7,1,Clear,sky is clear,midi
2010-03-08,275.82,270.59,275.18,276.21,7.2,20,Clouds,few clouds,soir
2010-03-09,276.28,271.81,275.7,276.81,5.7,0,Clear,sky is clear,midi
2010-03-09,275.72,271.1,274.98,276.11,5.7,0,Clear,sky is clear,soir
2010-03-10,279.32,274.21,278.66,279.98,10.3,0,Clear,sky is clear,midi
2010-03-10,279.36,275.5,278.18,279.71,6.2,0,Clear,sky is clear,soir
2010-03-11,277.46,273.58,276.58,277.91,5.1,75,Clouds,broken clouds,midi
2010-03-11,277.3,273.37,276.45,277.61,5.1,0,Clear,sky is clear,soir
2010-03-12,277.94,276.86,276.88,278.97,1.5,75,Clouds,broken clouds,midi
2010-03-12,279.01,277.42,278.18,279.31,2.1,90,Clouds,overcast clouds,soir
2010-03-13,280.23,278.85,279.68,280.51,2.1,75,Clouds,broken clouds,midi
2010-03-13,279.42,278.55,278.88,279.57,1.5,90,Clouds,overcast clouds,soir
2010-03-14,280.54,278.16,280.36,280.77,3.6,75,Clouds,broken clouds,midi
2010-03-14,281.63,279.49,280.97,282.11,3.6,40,Clouds,scattered clouds,soir
2010-03-15,284.62,283.31,283.86,285.47,3.1,40,Clouds,scattered clouds,midi
2010-03-15,283.61,282.2,282.98,283.91,4.1,75,Clouds,broken clouds,soir
2010-03-16,285.66,284.04,285.04,286.77,1.5,75,Clouds,broken clouds,midi
2010-03-16,284.28,282.49,283.45,284.68,1.5,0,Clear,sky is clear,soir
2010-03-17,288.8,287.33,287.68,290.27,2.1,0,Clear,sky is clear,midi
2010-03-17,287.76,286.14,286.45,288.18,1.5,0,Clear,sky is clear,soir
2010-03-18,290.29,288.87,289.88,291.07,4.6,90,Clouds,overcast clouds,midi
2010-03-18,291.08,289.71,289.88,291.64,3.1,0,Clear,sky is clear,soir
2010-03-19,291.26,290.51,290.78,291.87,3.6,90,Clouds,overcast clouds,midi
2010-03-19,290.62,289.91,289.45,291.21,3.1,1,Rain,light rain,soir
2010-03-20,289.11,288.72,288.3,289.71,5.7,40,Clouds,scattered clouds,midi
2010-03-20,288.42,288.17,288.16,288.74,3.1,75,Rain,moderate rain,soir
2010-03-21,283.52,282.65,283.16,283.81,4.6,90,Clouds,overcast clouds,midi
2010-03-21,283.68,282.56,282.45,284.41,1.5,0,Clear,sky is clear,soir
2010-03-22,287.1,285.96,286.36,288.07,2.6,75,Clouds,broken clouds,midi
2010-03-22,286.54,285.53,285.8,286.98,2.1,20,Clouds,few clouds,soir
2010-03-23,287.91,286.9,287.61,288.45,3.1,0,Clear,sky is clear,midi
2010-03-23,287.16,286.16,286.45,287.68,1.5,0,Clear,sky is clear,soir
2010-03-24,291.48,290.73,291.06,292.07,3.6,0,Clear,sky is clear,midi
2010-03-24,291.09,290.22,290.27,291.51,3.1,0,Clear,sky is clear,soir
2010-03-25,285.38,285.01,284.45,286.48,4.6,75,Rain,light rain,midi
2010-03-25,286.43,285.72,285.7,286.88,3.1,40,Rain,light rain,soir
2010-03-26,284.05,282.95,283.81,284.67,5.7,75,Rain,light rain,midi
2010-03-26,283.42,282.41,282.3,283.78,4.6,75,Clouds,broken clouds,soir
2010-03-27,284.6,283.63,283.38,285.06,3.1,40,Rain,light rain,midi
2010-03-27,284.61,283.61,283.6,285.31,3.6,90,Clouds,overcast clouds,soir
2010-03-28,283.96,283.45,283.18,284.77,2.6,75,Drizzle,light intensity drizzle rain,midi
2010-03-28,285.82,285.34,284.45,286.24,2.6,75,Clouds,broken clouds,soir
2010-03-29,289.16,288.57,288.8,289.7,3.6,20,Clouds,few clouds,midi
2010-03-29,286.76,286.16,285.81,287.48,2.1,75,Rain,light rain,soir
2010-03-30,285.93,284.91,285.46,286.8,5.1,75,Clouds,broken clouds,midi
2010-03-30,282.16,279.67,281.58,282.41,4.6,20,Rain,light rain,soir
2010-03-31,283.58,282.27,282.98,284.27,5.7,20,Rain,light rain,midi
2010-03-31,280.36,277.21,280.06,281.0,5.1,1,Clear,sky is clear,soir
2010-04-01,282.64,280.72,282.0,283.48,3.6,40,Clouds,scattered clouds,midi
2010-04-01,283.28,281.29,282.2,283.51,3.6,20,Clouds,few clouds,soir
2010-04-02,281.56,278.71,280.6,282.58,5.1,90,Rain,light rain,midi
2010-04-02,282.21,279.73,280.28,283.28,4.6,20,Rain,light rain,soir
2010-04-03,283.09,280.82,282.6,283.7,4.6,75,Rain,light rain,midi
2010-04-03,282.98,280.68,281.98,283.31,4.6,90,Rain,light rain,soir
2010-04-04,282.52,279.69,281.2,283.31,5.7,40,Clouds,scattered clouds,midi
2010-04-04,282.37,280.15,281.77,282.91,4.1,20,Clouds,few clouds,soir
2010-04-05,286.03,284.71,284.18,286.71,3.1,40,Clouds,scattered clouds,midi
2010-04-05,284.81,283.44,284.06,285.68,3.1,40,Clouds,scattered clouds,soir
2010-04-06,290.21,288.81,289.68,290.81,3.1,1,Clear,sky is clear,midi
2010-04-06,290.66,289.35,289.9,291.06,1.5,40,Clouds,scattered clouds,soir
2010-04-07,290.01,289.08,289.18,290.51,3.1,75,Clouds,broken clouds,midi
2010-04-07,284.48,283.78,283.5,286.7,4.1,90,Clouds,overcast clouds,soir
2010-04-08,285.06,284.03,283.68,286.1,5.1,75,Clouds,broken clouds,midi
2010-04-08,285.15,284.0,284.5,285.47,4.6,75,Clouds,broken clouds,soir
2010-04-09,288.91,287.72,288.44,289.51,4.6,1,Clear,sky is clear,midi
2010-04-09,288.14,286.95,287.28,288.51,4.1,1,Clear,sky is clear,soir
2010-04-10,288.72,287.51,288.0,289.1,5.1,20,Clouds,few clouds,midi
2010-04-10,286.3,285.05,285.78,286.51,5.1,1,Clear,sky is clear,soir
2010-04-11,286.26,284.75,284.78,286.91,5.1,20,Clouds,few clouds,midi
2010-04-11,283.61,281.96,282.48,283.91,5.7,20,Clouds,few clouds,soir
2010-04-12,284.07,282.81,282.98,284.61,6.2,40,Clouds,scattered clouds,midi
2010-04-12,284.6,283.24,284.34,284.9,6.2,40,Clouds,scattered clouds,soir
2010-04-13,286.8,285.79,285.6,287.78,4.1,40,Rain,light rain,midi
2010-04-13,284.55,283.83,283.0,285.5,2.6,40,Rain,light rain,soir
2010-04-14,285.51,284.45,284.58,286.1,3.6,75,Clouds,broken clouds,midi
2010-04-14,286.97,285.74,286.4,287.21,2.6,1,Clear,sky is clear,soir
2010-04-15,287.83,286.53,287.2,288.57,4.1,40,Rain,light rain,midi
2010-04-15,286.67,285.59,284.14,288.16,7.7,20,Rain,light rain,soir
2010-04-16,287.43,286.11,286.94,288.01,4.6,0,Clear,sky is clear,midi
2010-04-16,284.6,283.18,283.68,285.01,6.2,1,Clear,sky is clear,soir
2010-04-17,288.98,287.74,288.34,289.81,3.6,20,Clouds,few clouds,midi
2010-04-17,289.5,288.08,288.97,289.71,3.1,1,Clear,sky is clear,soir
2010-04-18,292.68,291.47,290.48,293.37,1.0,1,Clear,sky is clear,midi
2010-04-18,292.05,290.78,291.8,292.31,2.1,1,Clear,sky is clear,soir
2010-04-19,291.87,290.55,290.94,292.6,3.1,20,Clouds,few clouds,midi
2010-04-19,290.69,289.36,290.27,291.11,3.6,1,Clear,sky is clear,soir
2010-04-20,289.66,288.49,287.58,291.1,4.1,20,Clouds,few clouds,midi
2010-04-20,287.16,285.9,286.18,288.0,2.6,20,Clouds,few clouds,soir
2010-04-21,288.2,286.73,287.68,288.57,1.5,40,Clouds,scattered clouds,midi
2010-04-21,287.25,285.89,286.94,287.41,4.1,75,Clouds,broken clouds,soir
2010-04-22,287.31,285.7,286.48,287.81,4.1,40,Clouds,scattered clouds,midi
2010-04-22,287.35,285.74,286.48,287.76,3.1,1,Clear,sky is clear,soir
2010-04-23,290.31,288.81,289.28,291.31,4.1,20,Clouds,few clouds,midi
2010-04-23,290.9,289.41,289.28,291.31,3.1,1,Clear,sky is clear,soir
2010-04-24,294.65,293.46,294.4,294.76,1.0,0,Clear,sky is clear,midi
2010-04-24,294.99,293.73,293.7,295.37,1.5,1,Clear,sky is clear,soir
2010-04-25,294.06,293.43,292.8,295.1,6.2,75,Clouds,broken clouds,midi
2010-04-25,292.76,291.93,291.48,293.37,4.1,20,Clouds,few clouds,soir
2010-04-26,287.28,286.52,286.66,288.48,6.7,40,Clouds,scattered clouds,midi
2010-04-26,289.03,288.14,288.38,289.4,2.6,40,Clouds,scattered clouds,soir
2010-04-27,291.69,290.77,291.18,291.86,3.6,20,Clouds,few clouds,midi
2010-04-27,291.89,290.94,290.58,292.38,3.1,75,Clouds,broken clouds,soir
2010-04-28,296.63,295.82,295.86,297.2,3.6,75,Clouds,broken clouds,midi
2010-04-28,296.88,296.09,295.98,297.58,2.1,1,Clear,sky is clear,soir
2010-04-29,298.76,298.37,298.54,299.2,4.1,40,Clouds,scattered clouds,midi
2010-04-29,297.48,297.12,296.6,297.98,5.1,75,Clouds,broken clouds,soir
2010-04-30,288.96,287.95,287.9,290.0,3.1,75,Clouds,broken clouds,midi
2010-04-30,289.07,288.0,288.08,289.74,1.5,1,Clear,sky is clear,soir
2010-05-01,289.45,288.34,288.56,289.98,2.6,40,Rain,light rain,midi
2010-05-01,288.17,287.24,287.18,288.54,1.5,75,Clouds,broken clouds,soir
2010-05-02,287.49,286.39,286.44,289.1,3.6,20,Rain,light rain,midi
2010-05-02,284.06,283.27,283.04,286.1,2.1,40,Rain,moderate rain,soir
2010-05-03,281.07,278.1,280.18,281.17,5.1,40,Rain,light rain,midi
2010-05-03,281.92,279.16,281.28,282.21,5.1,75,Clouds,broken clouds,soir
2010-05-04,285.04,283.54,284.36,285.6,8.2,75,Clouds,broken clouds,midi
2010-05-04,283.77,282.17,283.08,284.04,6.7,75,Clouds,broken clouds,soir
2010-05-05,284.55,283.1,283.74,285.01,8.2,75,Clouds,broken clouds,midi
2010-05-05,284.72,283.19,284.1,285.04,7.2,40,Clouds,scattered clouds,soir
2010-05-06,286.86,285.41,285.9,287.9,5.1,75,Clouds,broken clouds,midi
2010-05-06,286.27,284.79,285.18,286.71,4.1,75,Clouds,broken clouds,soir
2010-05-07,285.12,283.68,284.27,285.91,1.0,75,Clouds,broken clouds,midi
2010-05-07,285.5,284.04,285.04,285.81,4.1,40,Clouds,scattered clouds,soir
2010-05-08,288.78,287.63,287.84,289.41,2.1,75,Clouds,broken clouds,midi
2010-05-08,286.5,285.72,285.1,288.08,1.5,90,Rain,light rain,soir
2010-05-09,289.49,288.62,288.78,290.3,3.6,75,Clouds,broken clouds,midi
2010-05-09,289.04,288.09,288.08,289.4,4.6,40,Clouds,scattered clouds,soir
2010-05-10,288.31,287.53,287.38,289.4,3.6,90,Rain,light rain,midi
2010-05-10,286.2,285.44,285.48,286.98,4.1,90,Rain,light rain,soir
2010-05-10,286.2,285.44,285.48,286.98,4.1,90,Drizzle,light intensity drizzle,soir
2010-05-11,280.41,278.31,280.0,280.51,3.1,90,Rain,light rain,midi
2010-05-11,279.23,275.34,278.78,279.6,6.2,90,Rain,light rain,soir
2010-05-11,279.23,275.34,278.78,279.6,6.2,90,Drizzle,light intensity drizzle,soir
2010-05-12,282.89,281.6,282.4,283.54,2.6,75,Rain,light rain,midi
2010-05-12,281.64,279.25,281.08,281.81,4.1,40,Clouds,scattered clouds,soir
2010-05-13,283.31,282.0,282.68,284.3,2.6,40,Rain,light intensity shower rain,midi
2010-05-13,282.63,280.98,282.38,282.8,3.1,90,Clouds,overcast clouds,soir
2010-05-14,283.96,282.85,283.6,284.4,2.1,75,Rain,light rain,midi
2010-05-14,283.22,282.19,282.11,284.78,1.5,90,Rain,light rain,soir
2010-05-15,288.2,286.6,287.38,288.71,5.1,40,Clouds,scattered clouds,midi
2010-05-15,287.63,286.18,287.46,287.71,5.1,90,Clouds,overcast clouds,soir
2010-05-16,289.03,287.82,288.48,289.9,3.1,40,Clouds,scattered clouds,midi
2010-05-16,288.44,287.07,287.8,288.74,3.6,1,Clear,sky is clear,soir
2010-05-17,289.76,288.81,288.68,290.97,7.2,40,Clouds,scattered clouds,midi
2010-05-17,289.66,288.46,288.98,290.04,4.1,1,Clear,sky is clear,soir
2010-05-18,290.87,289.77,290.44,291.16,1.5,40,Clouds,scattered clouds,midi
2010-05-18,290.16,289.04,289.08,290.71,2.6,90,Clouds,overcast clouds,soir
2010-05-19,291.3,289.85,291.06,291.41,5.1,0,Clear,sky is clear,midi
2010-05-19,291.81,290.59,291.74,292.08,4.1,1,Clear,sky is clear,soir
2010-05-20,293.61,292.68,292.68,294.11,4.1,20,Clouds,few clouds,midi
2010-05-20,293.82,293.07,293.0,293.96,3.6,1,Clear,sky is clear,soir
2010-05-21,295.28,294.65,294.5,295.81,4.1,20,Clouds,few clouds,midi
2010-05-21,295.22,294.61,293.8,295.61,4.6,1,Clear,sky is clear,soir
2010-05-22,295.94,295.42,295.08,296.17,6.2,75,Clouds,broken clouds,midi
2010-05-22,296.04,295.22,294.48,296.61,4.6,1,Clear,sky is clear,soir
2010-05-23,298.44,297.96,297.48,298.91,2.6,1,Clear,sky is clear,midi
2010-05-23,298.78,298.31,297.78,299.31,2.6,1,Clear,sky is clear,soir
2010-05-24,301.02,300.15,300.67,301.21,2.1,1,Clear,sky is clear,midi
2010-05-24,301.58,300.52,300.48,302.47,1.5,1,Clear,sky is clear,soir
2010-05-25,302.38,301.28,301.08,302.76,2.1,75,Clouds,broken clouds,midi
2010-05-25,295.49,295.4,293.94,297.3,4.1,75,Rain,light rain,soir
2010-05-26,293.3,292.91,291.5,294.9,4.1,40,Rain,light intensity shower rain,midi
2010-05-26,293.3,292.91,291.5,294.9,4.1,40,Thunderstorm,thunderstorm with rain,midi
2010-05-26,290.81,290.38,288.38,292.5,5.1,40,Rain,light rain,soir
2010-05-27,289.44,289.4,289.07,290.38,1.0,75,Rain,moderate rain,midi
2010-05-27,289.72,289.6,288.8,289.98,2.1,90,Rain,light rain,soir
2010-05-28,291.7,290.63,290.7,292.3,1.5,20,Clouds,few clouds,midi
2010-05-28,291.97,290.9,290.57,292.91,1.5,75,Clouds,broken clouds,soir
2010-05-29,290.83,289.93,289.86,291.8,4.6,90,Clouds,overcast clouds,midi
2010-05-29,287.88,287.65,287.2,288.34,5.1,90,Drizzle,light intensity drizzle,soir
2010-05-30,289.56,289.16,288.66,290.57,4.6,75,Rain,light rain,midi
2010-05-30,288.79,288.37,287.9,289.54,3.1,90,Clouds,overcast clouds,soir
2010-05-31,288.98,288.21,288.4,289.47,3.6,90,Clouds,overcast clouds,midi
2010-05-31,288.92,288.25,287.98,289.26,4.1,75,Clouds,broken clouds,soir
2010-06-01,289.58,289.05,288.78,290.3,1.0,75,Clouds,broken clouds,midi
2010-06-01,287.86,287.63,287.54,288.67,2.1,90,Rain,light rain,soir
2010-06-01,287.86,287.63,287.54,288.67,2.1,90,Drizzle,light intensity drizzle rain,soir
2010-06-02,292.72,292.17,292.26,293.11,3.6,75,Clouds,broken clouds,midi
2010-06-02,293.72,292.96,292.68,293.87,5.1,1,Clear,sky is clear,soir
2010-06-03,296.39,295.97,294.98,297.11,4.1,0,Clear,sky is clear,midi
2010-06-03,297.2,296.76,295.78,297.81,2.6,1,Clear,sky is clear,soir
2010-06-04,299.72,299.72,299.2,300.01,2.6,1,Clear,sky is clear,midi
2010-06-04,299.6,299.6,298.9,300.06,2.1,1,Clear,sky is clear,soir
2010-06-05,301.39,300.64,299.58,302.01,2.1,20,Clouds,few clouds,midi
2010-06-05,300.35,300.22,299.0,301.0,1.5,1,Clear,sky is clear,soir
2010-06-06,292.68,292.8,291.4,294.9,5.1,40,Rain,light rain,midi
2010-06-06,294.55,294.13,293.38,295.07,3.1,75,Clouds,broken clouds,soir
2010-06-07,294.57,294.02,292.98,296.47,4.1,40,Clouds,scattered clouds,midi
2010-06-07,294.67,294.13,293.58,295.14,2.1,1,Clear,sky is clear,soir
2010-06-08,294.19,293.94,293.48,294.61,4.6,40,Clouds,scattered clouds,midi
2010-06-08,293.17,293.06,292.5,293.98,4.6,20,Clouds,few clouds,soir
2010-06-09,290.44,290.52,289.76,292.28,1.5,75,Rain,light rain,midi
2010-06-09,290.83,291.08,290.18,291.38,1.5,90,Rain,light rain,soir
